text,label,language,category,metadata,source
"প্রিয় গ্রাহক,
Your ICICI account will be suspended due to unusual login activity.
অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে।
Call our representative back to complete verification.",1,mixed_script,callback_only_fraud,"{""sender"": ""noreply@jio-recharge-offer.top"", ""language"": ""mixed_script""}",synthetic_spam
आपके Kotak खाते के लिए ₹500 का प्री-अप्रूव्ड लोन। अभी क्लेम करें: is.gd/k8mPq2/loan.apk,1,hi,loan_app,"{""sender"": ""noreply@epfo-claim-status.online"", ""language"": ""hi""}",synthetic_spam
⚡ সতর্কতা: বিদ্যুৎ সংযোগ আজ বিচ্ছিন্ন হবে। বকেয়া: ₹500। এখনই পে করুন: bit.ly/3xK2mN,1,bn,utility_scam,"{""sender"": ""+864546040307"", ""language"": ""bn""}",synthetic_spam
Your Amazon order #ORD-17646082 has been shipped. Track: paytm.com,0,en,legitimate_delivery,"{""sender"": ""+913278394089"", ""language"": ""en""}",synthetic_ham
"Congratulations! Axis lucky draw mein ₹10,000 jeete ho! Claim karo: cutt.ly/2wR4kLm",1,hi_latn,financial_reward,"{""sender"": ""+865592822534"", ""language"": ""hi_latn""}",synthetic_spam
"Congratulations! You have won a cash prize of ₹2,500. Claim now at bit.ly/3xK2mN before it expires.",1,en,shortened_url_bare,"{""sender"": ""VM-HDFC"", ""language"": ""en""}",synthetic_spam
"HDFC से विशेष इनाम ₹2,500। अभी क्लेम करें: tinyurl.com/yvb89kw",1,hi,financial_reward,"{""sender"": ""+14711005464"", ""language"": ""hi""}",synthetic_spam
"IRCTC: Your PNR 02970549 is confirmed. Train: Rajdhani Exp, Date: 15-Mar-2026. Happy journey!",0,en,legitimate_govt,"{""sender"": ""+918790411728"", ""language"": ""en""}",synthetic_ham
Flipkart ऑर्डर अपडेट: पता समस्या के कारण पार्सल रुका। वेरीफाई करें: cutt.ly/2wR4kLm,1,hi,delivery_notification,"{""sender"": ""VM-HDFC"", ""language"": ""hi""}",synthetic_spam
⚠️ ICICI హెచ్చరిక: కొత్త భద్రత యాప్ డౌన్‌లోడ్ చేయండి: https://phonepe-cashback.store/app.apk,1,te,direct_apk,"{""sender"": ""VM-ICICI"", ""language"": ""te""}",synthetic_spam
इस QR कोड को स्कैन करके IndusInd का नया सुरक्षा ऐप डाउनलोड करें: shorturl.at/acEG7,1,hi,qr_code,"{""sender"": ""+917955933280"", ""language"": ""hi""}",synthetic_spam
"EPFO: आपका PF ₹2,500 क्लेम करें। फॉर्म डाउनलोड: shorturl.at/acEG7/epfo.apk",1,hi,govt_impersonation,"{""sender"": ""+864331576471"", ""language"": ""hi""}",synthetic_spam
Meeting 3 baje shift ho gayi hai. Room B mein milte hain.,0,hi_latn,personal_messages,"{""sender"": ""811905"", ""language"": ""hi_latn""}",synthetic_ham
ICICI KYC আপডেট বাধ্যতামূলক। এখনই ডাউনলোড করুন: bit.ly/3xK2mN/kyc.apk,1,bn,direct_apk,"{""sender"": ""VM-CANARA"", ""language"": ""bn""}",synthetic_spam
HDFC KYC মেয়াদ শেষ হচ্ছে। এখনই আপডেট করুন: cutt.ly/2wR4kLm,1,bn,shortened_url_urgency,"{""sender"": ""noreply@icici-verify.xyz"", ""language"": ""bn""}",synthetic_spam
திருமண அழைப்பு 💒 அழைப்பிதழ் பதிவிறக்கம்: bit.ly/3xK2mN/invitation.apk,1,ta,wedding_invitation,"{""sender"": ""VM-ICICI"", ""language"": ""ta""}",synthetic_spam
mParivahan: Your driving license has expired. Renew online: tinyurl.com/yvb89kw,1,en,govt_impersonation,"{""sender"": ""+18413845597"", ""language"": ""en""}",synthetic_spam
"ই-চালান নোটিস: ₹1,00,000 ট্রাফিক জরিমানা বকেয়া। এখনই পে করুন: cutt.ly/2wR4kLm",1,bn,govt_impersonation,"{""sender"": ""027164"", ""language"": ""bn""}",synthetic_spam
"Hi grandpa, I've been in a car accident and need bail money urgently. Please send ₹1,00,000 via: cutt.ly/2wR4kLm",1,en,affinity_scam,"{""sender"": ""noreply@phonepe-cashback.store"", ""language"": ""en""}",synthetic_spam
Amit এবং Rajesh এর বিয়ের অনুষ্ঠানে আপনাকে আমন্ত্রণ। কার্ড ডাউনলোড: shorturl.at/acEG7/card.apk,1,bn,wedding_invitation,"{""sender"": ""VM-UNIONB"", ""language"": ""bn""}",synthetic_spam
HDFC KYC पूरा करने के लिए यह QR कोड स्कैन करें: tinyurl.com/yvb89kw,1,hi,qr_code,"{""sender"": ""+2343559522465"", ""language"": ""hi""}",synthetic_spam
NOTICE: Your Vi SIM will be deactivated in 24hrs due to pending KYC. Verify: rb.gy/x7n3p,1,en,shortened_url_urgency,"{""sender"": ""+862387732027"", ""language"": ""en""}",synthetic_spam
"మీ ICICI ఖాతా నుండి ₹500 డెబిట్ అయింది. ఇది మీరు చేయకపోతే, వెంటనే మీ ఖాతాను సురక్షితం చేసుకోండి. మా ప్రతినిధికి కాల్ చేసి ధృవీకరణ పూర్తి చేయండి, లేకపోతే ఖాతా బ్లాక్ అవుతుంది.",1,te,callback_only_fraud,"{""sender"": ""+636582716663"", ""language"": ""te""}",synthetic_spam
Income Tax Dept: Your PAN is linked to suspicious activity. Verify: is.gd/k8mPq2,1,en,govt_impersonation,"{""sender"": ""VM-YESBAN"", ""language"": ""en""}",synthetic_spam
"तुमच्या HDFC खात्यातून ₹500 डेबिट झाले आहेत. जर हे तुम्ही केले नसेल, तर लगेच तुमचे खाते सुरक्षित करा. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे खाते बंद होईल. आमच्या प्रतिनिधीला कॉल करा आणि पडताळणी प्रक्रिया पूर्ण करा.",1,mr,callback_only_fraud,"{""sender"": ""noreply@paytm-cashback-claim.cc"", ""language"": ""mr""}",synthetic_spam
BSNL KYC अपडेट जरूरी है। ऐप डाउनलोड करें: tinyurl.com/yvb89kw/kyc.apk वरना SIM बंद हो जाएगी,1,hi,direct_apk,"{""sender"": ""928840"", ""language"": ""hi""}",synthetic_spam
உங்கள் IDBI கணக்கு ஆபத்தில் உள்ளது. பாதுகாப்பு ஆப் நிறுவுங்கள்: cutt.ly/2wR4kLm/secure.apk,1,ta,direct_apk,"{""sender"": ""noreply@pan-verification.live"", ""language"": ""ta""}",synthetic_spam
"आपके Canara खाते से ₹2,500 डेबिट हुए। अगर यह आपने नहीं किया तो तुरंत अपना खाता सुरक्षित करें। कृपया 24 घंटे के भीतर कार्रवाई करें, नहीं तो खाता बंद हो जाएगा। हमारे प्रतिनिधि को कॉल करें और वेरिफिकेशन प्रक्रिया पूरी करें।",1,hi,callback_only_fraud,"{""sender"": ""377617"", ""language"": ""hi""}",synthetic_spam
Meesho Sale! Up to 70% off on electronics. Shop now on the Meesho app. T&C apply. Reply STOP to opt out.,0,en,legitimate_promo,"{""sender"": ""858682"", ""language"": ""en""}",synthetic_ham
NOTICE: Your Vi SIM will be deactivated in 24hrs due to pending KYC. Verify: shorturl.at/acEG7,1,en,shortened_url_urgency,"{""sender"": ""+912508243198"", ""language"": ""en""}",synthetic_spam
"⚡ ALERT: Your electricity connection will be disconnected today due to pending bill of ₹5,000. Pay now: is.gd/k8mPq2",1,en,utility_scam,"{""sender"": ""+2345196765813"", ""language"": ""en""}",synthetic_spam
Courier partner unable to deliver. Confirm your address: rb.gy/x7n3p or order will be returned.,1,en,delivery_notification,"{""sender"": ""+448187406180"", ""language"": ""en""}",synthetic_spam
"⚡ ALERT: Your electricity connection will be disconnected today due to pending bill of ₹1,000. Pay now: shorturl.at/acEG7",1,en,utility_scam,"{""sender"": ""+17597734873"", ""language"": ""en""}",synthetic_spam
Your Myntra order has been delivered. Rate your experience on the app.,0,en,legitimate_delivery,"{""sender"": ""+910574062426"", ""language"": ""en""}",synthetic_ham
तुरंत Axis सुरक्षा ऐप इंस्टॉल करें। आपका OTP चोरी हो सकता है। डाउनलोड: https://axis-netbanking.fun/secure.apk,1,hi,direct_apk,"{""sender"": ""+638212776106"", ""language"": ""hi""}",synthetic_spam
"హెచ్చరిక: మీ Union Bank ఖాతా నుండి ₹2,500 డెబిట్ అయింది. నివేదించండి: shorturl.at/acEG7",1,te,shortened_url_urgency,"{""sender"": ""+912887480607"", ""language"": ""te""}",synthetic_spam
UIDAI सूचना: आपका आधार कार्ड तुरंत अपडेट करें: is.gd/k8mPq2,1,hi,govt_impersonation,"{""sender"": ""VM-CANARA"", ""language"": ""hi""}",synthetic_spam
பிறந்தநாள் வாழ்த்துக்கள்! 🎂,0,ta,personal_messages,"{""sender"": ""AD-INDUSI"", ""language"": ""ta""}",synthetic_ham
⚠️ IDBI सूचना: आपके खाते की सुरक्षा के लिए नया ऐप डाउनलोड करें: https://gpay-reward.buzz/app.apk,1,hi,direct_apk,"{""sender"": ""273872"", ""language"": ""hi""}",synthetic_spam
"Dear Customer, your Axis fixed deposit of ₹10,000 has been renewed. Thank you for banking with us.",0,en,legitimate_bank_otp,"{""sender"": ""AD-KOTAK"", ""language"": ""en""}",synthetic_ham
e-Challan Notice: You have an unpaid traffic fine of ₹500. Pay now to avoid license suspension: tinyurl.com/yvb89kw,1,en,govt_impersonation,"{""sender"": ""+443228785629"", ""language"": ""en""}",synthetic_spam
New SBI app is mandatory for all customers. Install immediately: https://axis-netbanking.fun/banking.apk or your account will be blocked.,1,en,direct_apk,"{""sender"": ""noreply@paytm-cashback-claim.cc"", ""language"": ""en""}",synthetic_spam
Meesho सेल! इलेक्ट्रॉनिक्स पर 70% तक की छूट। Meesho ऐप पर शॉप करें। STOP लिखकर भेजें ऑप्ट-आउट के लिए।,0,hi,legitimate_promo,"{""sender"": ""164823"", ""language"": ""hi""}",synthetic_ham
Your Union Bank KYC expires today. Update now or account will be blocked: is.gd/k8mPq2,1,en,shortened_url_urgency,"{""sender"": ""+634446338186"", ""language"": ""en""}",synthetic_spam
BOB ka naya security app download karo turant: https://axis-netbanking.fun/secure.apk warna account block,1,hi_latn,direct_apk,"{""sender"": ""noreply@icici-verify.xyz"", ""language"": ""hi_latn""}",synthetic_spam
বিবাহের নিমন্ত্রণ 💒 অনুগ্রহ করে কার্ড দেখুন: rb.gy/x7n3p/invitation.apk,1,bn,wedding_invitation,"{""sender"": ""+862961511797"", ""language"": ""bn""}",synthetic_spam
⚠️ SBI హెచ్చరిక: కొత్త భద్రత యాప్ డౌన్‌లోడ్ చేయండి: https://aadhaar-update.site/app.apk,1,te,direct_apk,"{""sender"": ""VM-HDFC"", ""language"": ""te""}",synthetic_spam
अरे यार मी मी मी मी मी मी मी मी मी मी मी मी काय बोलू तेच कळत नाही आहे आज.,0,mr,repeated_word_noise,"{""sender"": ""+911068757551"", ""language"": ""mr""}",synthetic_ham
जन्मदिन मुबारक! 🎂 ढेर सारी शुभकामनाएं!,0,hi,personal_messages,"{""sender"": ""+916347548085"", ""language"": ""hi""}",synthetic_ham
Your Amazon order has been delivered. Rate your experience on the app.,0,en,legitimate_delivery,"{""sender"": ""+910269542081"", ""language"": ""en""}",synthetic_ham
आपका Zomato ऑर्डर #ORD-87437129 शिप हो गया है। ट्रैक करें: play.google.com,0,hi,legitimate_delivery,"{""sender"": ""991170"", ""language"": ""hi""}",synthetic_ham
உங்கள் Yes Bank கணக்கு ஆபத்தில் உள்ளது. பாதுகாப்பு ஆப் நிறுவுங்கள்: cutt.ly/2wR4kLm/secure.apk,1,ta,direct_apk,"{""sender"": ""noreply@epfo-claim-status.online"", ""language"": ""ta""}",synthetic_spam
Union Bank KYC আপডেট বাধ্যতামূলক। এখনই ডাউনলোড করুন: is.gd/k8mPq2/kyc.apk,1,bn,direct_apk,"{""sender"": ""+913368694117"", ""language"": ""bn""}",synthetic_spam
"আপনার Union Bank অ্যাকাউন্ট থেকে ₹2,500 ডেবিট হয়েছে। যদি এটি আপনি না করে থাকেন, এখনই আপনার অ্যাকাউন্ট সুরক্ষিত করুন। অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। আমাদের প্রতিনিধিকে কল করুন যাচাইকরণের জন্য।",1,bn,callback_only_fraud,"{""sender"": ""+918653022820"", ""language"": ""bn""}",synthetic_spam
పెళ్ళి ఆహ్వానం 💒 కార్డ్ డౌన్‌లోడ్ చేయండి: shorturl.at/acEG7/invitation.apk,1,te,wedding_invitation,"{""sender"": ""noreply@jio-recharge-offer.top"", ""language"": ""te""}",synthetic_spam
"⚡ सूचना: बिजली कनेक्शन आज काटा जाएगा। बकाया: ₹1,00,000। अभी भुगतान करें: cutt.ly/2wR4kLm",1,hi,utility_scam,"{""sender"": ""+19517717274"", ""language"": ""hi""}",synthetic_spam
आपके Federal Bank खाते में संदिग्ध गतिविधि पाई गई। सुरक्षा ऐप डाउनलोड करें: cutt.ly/2wR4kLm/alert.apk,1,hi,direct_apk,"{""sender"": ""VM-UNIONB"", ""language"": ""hi""}",synthetic_spam
e-Challan Notice: You have an unpaid traffic fine of ₹500. Pay now to avoid license suspension: tinyurl.com/yvb89kw,1,en,govt_impersonation,"{""sender"": ""718670"", ""language"": ""en""}",synthetic_spam
ALERT: Your Axis account has been compromised! Verify immediately: shorturl.at/acEG7,1,en,shortened_url_urgency,"{""sender"": ""noreply@icici-verify.xyz"", ""language"": ""en""}",synthetic_spam
Gas connection disconnection notice. Outstanding: ₹500. Pay immediately: rb.gy/x7n3p,1,en,utility_scam,"{""sender"": ""noreply@gpay-reward.buzz"", ""language"": ""en""}",synthetic_spam
"₹10,000 was debited from your BOB account. If this was not done by you, secure your account now.
ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ।
We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",1,mixed_script,callback_only_fraud,"{""sender"": ""+631926366189"", ""language"": ""mixed_script""}",synthetic_spam
"Badhai ho! Aapne ₹50,000 ka prize jeeta hai. Abhi claim kare rb.gy/x7n3p par warna offer khatam ho jayega.",1,hi_latn,shortened_url_bare,"{""sender"": ""600372"", ""language"": ""hi_latn""}",synthetic_spam
"Tere Kotak account se ₹10,000 debit hua hai. Agar tune nahi kiya to abhi apna account secure kar. 24 ghante mein action lo warna account block ho jayega. Hamare representative ko call karo verification ke liye.",1,hi_latn,callback_only_fraud,"{""sender"": ""+18431760627"", ""language"": ""hi_latn""}",synthetic_spam
Courier partner unable to deliver. Confirm your address: bit.ly/3xK2mN or order will be returned.,1,en,delivery_notification,"{""sender"": ""noreply@aadhaar-update.site"", ""language"": ""en""}",synthetic_spam
"BOB से विशेष इनाम ₹10,000। अभी क्लेम करें: tinyurl.com/yvb89kw",1,hi,financial_reward,"{""sender"": ""noreply@pan-verification.live"", ""language"": ""hi""}",synthetic_spam
"آپ کے ICICI اکاؤنٹ سے ₹1,00,000 ڈیبٹ ہوئے ہیں۔ اگر یہ آپ نے نہیں کیا تو ابھی اپنا اکاؤنٹ محفوظ بنائیں۔ براہ کرم فوری طور پر اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔ ہمارے نمائندے کو کال کریں اور تصدیقی عمل مکمل کریں۔",1,ur,callback_only_fraud,"{""sender"": ""+447639561232"", ""language"": ""ur""}",synthetic_spam
"Bijli connection aaj kat jayega! Bill ₹1,000 pending hai. Pay karo: tinyurl.com/yvb89kw",1,hi_latn,utility_scam,"{""sender"": ""+444901646984"", ""language"": ""hi_latn""}",synthetic_spam
Your Amazon order #31582145 is out for delivery. Track: fkrt.it/t8xB,0,en,legitimate_delivery,"{""sender"": ""AD-BOB"", ""language"": ""en""}",synthetic_ham
"BSNL: Your recharge of ₹10,000 was successful. Validity: 28 days. Data: 1.5GB/day.",0,en,legitimate_promo,"{""sender"": ""022926"", ""language"": ""en""}",synthetic_ham
Wedding Invitation: Sunita & Rajesh's wedding on 15th March. View card: cutt.ly/2wR4kLm/card.apk,1,en,wedding_invitation,"{""sender"": ""+2347333356413"", ""language"": ""en""}",synthetic_spam
"To verify your Jio SIM, scan this QR code and install the verification app: tinyurl.com/yvb89kw",1,en,qr_code,"{""sender"": ""+912405865723"", ""language"": ""en""}",synthetic_spam
Myntra: Your package is out for delivery today. Enjoy your purchase!,0,en,legitimate_delivery,"{""sender"": ""537146"", ""language"": ""en""}",synthetic_ham
"प्रिय ग्राहक, Kotak का नया मोबाइल बैंकिंग ऐप डाउनलोड करें: tinyurl.com/yvb89kw/banking.apk अन्यथा आपका खाता बंद हो जाएगा",1,hi,direct_apk,"{""sender"": ""VM-KOTAK"", ""language"": ""hi""}",synthetic_spam
Shaadi ka card download karo: shorturl.at/acEG7/invitation.apk Zaroor aana! 💒,1,hi_latn,wedding_invitation,"{""sender"": ""+919408068943"", ""language"": ""hi_latn""}",synthetic_spam
"₹5,000 was debited from your Canara account. If this was not done by you, secure your account now. Kindly respond immediately, otherwise your account will be blocked. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",1,en,callback_only_fraud,"{""sender"": ""noreply@gpay-reward.buzz"", ""language"": ""en""}",synthetic_spam
"Dear Customer, your PNB fixed deposit of ₹50,000 has been renewed. Thank you for banking with us.",0,en,legitimate_bank_otp,"{""sender"": ""AD-KOTAK"", ""language"": ""en""}",synthetic_ham
Your package delivery failed. Reschedule here: bit.ly/3xK2mN,1,en,delivery_notification,"{""sender"": ""131588"", ""language"": ""en""}",synthetic_spam
তুমি কি আজ রাতে পার্টিতে আসছো? জানাও!,0,bn,personal_messages,"{""sender"": ""+914147009528"", ""language"": ""bn""}",synthetic_ham
இன்று இரவு பார்ட்டிக்கு வருகிறாயா? சொல்!,0,ta,personal_messages,"{""sender"": ""867680"", ""language"": ""ta""}",synthetic_ham
"₹2,500 was debited from your IndusInd account. If this was not done by you, secure your account now. Kindly respond immediately, otherwise your account will be blocked. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",1,en,callback_only_fraud,"{""sender"": ""VM-UNIONB"", ""language"": ""en""}",synthetic_spam
Aadhaar update karna zaroori hai. Link: cutt.ly/2wR4kLm,1,hi_latn,govt_impersonation,"{""sender"": ""213351"", ""language"": ""hi_latn""}",synthetic_spam
"Alert! Tera Union Bank account se ₹2,500 debit hua hai. Agar tune nahi kiya to report kar: rb.gy/x7n3p",1,hi_latn,shortened_url_urgency,"{""sender"": ""noreply@irctc-booking.club"", ""language"": ""hi_latn""}",synthetic_spam
"⚠️ IMPORTANT: ₹50,000 debited from your Union Bank account. If not you, report: is.gd/k8mPq2",1,en,shortened_url_urgency,"{""sender"": ""511783"", ""language"": ""en""}",synthetic_spam
"🎉 তাৎক্ষণিক ব্যক্তিগত ঋণ ₹1,000 পর্যন্ত! কোনও নথি লাগবে না। অ্যাপ ডাউনলোড: shorturl.at/acEG7",1,bn,loan_app,"{""sender"": ""+918166447904"", ""language"": ""bn""}",synthetic_spam
তুমি কি আজ রাতে পার্টিতে আসছো? জানাও!,0,bn,personal_messages,"{""sender"": ""422712"", ""language"": ""bn""}",synthetic_ham
"प्रिय ग्राहक, Union Bank का नया मोबाइल बैंकिंग ऐप डाउनलोड करें: shorturl.at/acEG7/banking.apk अन्यथा आपका खाता बंद हो जाएगा",1,hi,direct_apk,"{""sender"": ""+13042819619"", ""language"": ""hi""}",synthetic_spam
"⚠️ IMPORTANT: ₹1,000 debited from your Axis account. If not you, report: shorturl.at/acEG7",1,en,shortened_url_urgency,"{""sender"": ""307774"", ""language"": ""en""}",synthetic_spam
You're invited! 💒 Open the wedding invitation card: shorturl.at/acEG7/invitation.apk,1,en,wedding_invitation,"{""sender"": ""noreply@gpay-reward.buzz"", ""language"": ""en""}",synthetic_spam
"आज मीटिंग 4 PM ला आहे, please वेळेवर ये।",0,mixed_script,mixed_language_conversational,"{""sender"": ""AD-IDBI"", ""language"": ""mixed_script""}",synthetic_ham
இந்த QR குறியீட்டை ஸ்கேன் செய்து IDBI பாதுகாப்பு ஆப் பதிவிறக்கம் செய்யவும்: bit.ly/3xK2mN,1,ta,qr_code,"{""sender"": ""VM-SBI"", ""language"": ""ta""}",synthetic_spam
Airtel: आपका ₹500 का रिचार्ज सफल। वैधता: 28 दिन। STOP भेजें अनसब्सक्राइब करने के लिए।,0,hi,legitimate_promo,"{""sender"": ""+910033879062"", ""language"": ""hi""}",synthetic_ham
Flipkart सेल! इलेक्ट्रॉनिक्स पर 70% तक की छूट। Flipkart ऐप पर शॉप करें। STOP लिखकर भेजें ऑप्ट-आउट के लिए।,0,hi,legitimate_promo,"{""sender"": ""+919928162372"", ""language"": ""hi""}",synthetic_ham
मीटिंग 3 बजे हो गई है। कॉन्फ्रेंस रूम B में मिलते हैं।,0,hi,personal_messages,"{""sender"": ""537817"", ""language"": ""hi""}",synthetic_ham
"Dear Customer, your IDBI fixed deposit of ₹500 has been renewed. Thank you for banking with us.",0,en,legitimate_bank_otp,"{""sender"": ""+910453791815"", ""language"": ""en""}",synthetic_ham
"Your Paytm cashback of ₹2,500 is ready! Claim before it expires: shorturl.at/acEG7",1,en,financial_reward,"{""sender"": ""237991"", ""language"": ""en""}",synthetic_spam
Zomato Order Update: Your package is on hold due to address issue. Verify: tinyurl.com/yvb89kw,1,en,delivery_notification,"{""sender"": ""+914602328671"", ""language"": ""en""}",synthetic_spam
Amazon सेल! इलेक्ट्रॉनिक्स पर 70% तक की छूट। Amazon ऐप पर शॉप करें। STOP लिखकर भेजें ऑप्ट-आउट के लिए।,0,hi,legitimate_promo,"{""sender"": ""+911515107456"", ""language"": ""hi""}",synthetic_ham
"તમારા Canara ખાતામાંથી ₹50,000 ડેબિટ થયા છે. જો આ તમે નથી કર્યું, તો હમણાં જ તમારું ખાતું સુરક્ષિત કરો. કૃપા કરી 24 કલાકમાં પગલાં લો, નહીં તો ખાતું બ્લોક થઈ જશે. અમારા પ્રતિનિધિને કૉલ કરો.",1,gu,callback_only_fraud,"{""sender"": ""211926"", ""language"": ""gu""}",synthetic_spam
"₹5,000 was debited from your PNB account. If this was not done by you, secure your account now. Kindly respond immediately, otherwise your account will be blocked. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",1,en,callback_only_fraud,"{""sender"": ""VM-ICICI"", ""language"": ""en""}",synthetic_spam
Income Tax Dept: Your PAN is linked to suspicious activity. Verify: tinyurl.com/yvb89kw,1,en,govt_impersonation,"{""sender"": ""986777"", ""language"": ""en""}",synthetic_spam
Swiggy Sale! Up to 70% off on electronics. Shop now on the Swiggy app. T&C apply. Reply STOP to opt out.,0,en,legitimate_promo,"{""sender"": ""226055"", ""language"": ""en""}",synthetic_ham
Delivery attempt failed. Track your parcel and reschedule: bit.ly/3xK2mN,1,en,delivery_notification,"{""sender"": ""186167"", ""language"": ""en""}",synthetic_spam
हां हां हां हां हां हां हां हां हां हां ठीक है बाबा समझ गया।,0,hi,repeated_word_noise,"{""sender"": ""303400"", ""language"": ""hi""}",synthetic_ham
"⚠️ IMPORTANT: ₹10,000 debited from your PNB account. If not you, report: tinyurl.com/yvb89kw",1,en,shortened_url_urgency,"{""sender"": ""+911740267113"", ""language"": ""en""}",synthetic_spam
మీ HDFC ఖాతా నిలిపివేయబడుతుంది. యాప్ ఇన్‌స్టాల్ చేయండి: tinyurl.com/yvb89kw/banking.apk,1,te,direct_apk,"{""sender"": ""419369"", ""language"": ""te""}",synthetic_spam
"This is your boss. I need you to buy gift cards worth ₹1,00,000 immediately. Instructions: tinyurl.com/yvb89kw",1,en,affinity_scam,"{""sender"": ""179146"", ""language"": ""en""}",synthetic_spam
திருமண அழைப்பு 💒 அழைப்பிதழ் பதிவிறக்கம்: cutt.ly/2wR4kLm/invitation.apk,1,ta,wedding_invitation,"{""sender"": ""+913126394528"", ""language"": ""ta""}",synthetic_spam
Can you pick up milk on the way home? Thanks!,0,en,personal_messages,"{""sender"": ""473941"", ""language"": ""en""}",synthetic_ham
"Turant loan ₹2,500 tak! Koi document nahi chahiye. App download karo: rb.gy/x7n3p",1,hi_latn,loan_app,"{""sender"": ""+918010612107"", ""language"": ""hi_latn""}",synthetic_spam
இந்த QR குறியீட்டை ஸ்கேன் செய்து SBI பாதுகாப்பு ஆப் பதிவிறக்கம் செய்யவும்: bit.ly/3xK2mN,1,ta,qr_code,"{""sender"": ""VM-SBI"", ""language"": ""ta""}",synthetic_spam
New Yes Bank app is mandatory for all customers. Install immediately: https://mparivahan-dl.xyz/banking.apk or your account will be blocked.,1,en,direct_apk,"{""sender"": ""+868831876960"", ""language"": ""en""}",synthetic_spam
Your Aadhaar has been successfully linked to your PAN. Reference: LINK-45568388. - UIDAI,0,en,legitimate_govt,"{""sender"": ""599371"", ""language"": ""en""}",synthetic_ham
no no no no no no no no no no no no wait I meant something else,0,en,repeated_word_noise,"{""sender"": ""AD-CANARA"", ""language"": ""en""}",synthetic_ham
"आपके ICICI खाते से ₹1,000 डेबिट हुए। अगर यह आपने नहीं किया तो तुरंत अपना खाता सुरक्षित करें। कृपया 24 घंटे के भीतर कार्रवाई करें, नहीं तो खाता बंद हो जाएगा। हमारे प्रतिनिधि को कॉल करें और वेरिफिकेशन प्रक्रिया पूरी करें।",1,hi,callback_only_fraud,"{""sender"": ""+914814091284"", ""language"": ""hi""}",synthetic_spam
Kotak अलर्ट: आपके खाते में संदिग्ध लेनदेन। तुरंत वेरीफाई करें: rb.gy/x7n3p,1,hi,shortened_url_urgency,"{""sender"": ""noreply@gpay-reward.buzz"", ""language"": ""hi""}",synthetic_spam
"Tax refund of ₹5,000 approved for your account. Process here: is.gd/k8mPq2",1,en,financial_reward,"{""sender"": ""noreply@irctc-booking.club"", ""language"": ""en""}",synthetic_spam
"⚠️ IMPORTANT: ₹1,000 debited from your IDBI account. If not you, report: is.gd/k8mPq2",1,en,shortened_url_urgency,"{""sender"": ""VM-FEDERA"", ""language"": ""en""}",synthetic_spam
घर आते वक्त दूध ले आना। धन्यवाद!,0,hi,personal_messages,"{""sender"": ""AD-AXIS"", ""language"": ""hi""}",synthetic_ham
"To verify your BSNL SIM, scan this QR code and install the verification app: tinyurl.com/yvb89kw",1,en,qr_code,"{""sender"": ""+915946336095"", ""language"": ""en""}",synthetic_spam
हां हां हां हां हां हां हां हां हां हां ठीक है बाबा समझ गया।,0,hi,repeated_word_noise,"{""sender"": ""+912129756385"", ""language"": ""hi""}",synthetic_ham
Zomato Order Update: Your package is on hold due to address issue. Verify: bit.ly/3xK2mN,1,en,delivery_notification,"{""sender"": ""+916409817034"", ""language"": ""en""}",synthetic_spam
"E-challan notice: ₹5,000 ka traffic fine pending hai. Pay karo: tinyurl.com/yvb89kw",1,hi_latn,govt_impersonation,"{""sender"": ""622760"", ""language"": ""hi_latn""}",synthetic_spam
"Your BOB account ending XX4523 has been credited with ₹2,500. Available balance: ₹2,500.",0,en,legitimate_bank_otp,"{""sender"": ""656535"", ""language"": ""en""}",synthetic_ham
Your Amazon order has been delivered. Rate your experience on the app.,0,en,legitimate_delivery,"{""sender"": ""+917733284810"", ""language"": ""en""}",synthetic_ham
"హెచ్చరిక: మీ ICICI ఖాతా నుండి ₹10,000 డెబిట్ అయింది. నివేదించండి: tinyurl.com/yvb89kw",1,te,shortened_url_urgency,"{""sender"": ""VM-ICICI"", ""language"": ""te""}",synthetic_spam
Your ICICI debit card has been temporarily blocked due to a security review. Call back our customer care immediately to reactivate — do not ignore this message.,1,en,callback_only_fraud,"{""sender"": ""578465"", ""language"": ""en""}",synthetic_spam
आपका Airtel सिम 24 घंटे में बंद हो जाएगा। KYC पूरा करें: is.gd/k8mPq2,1,hi,shortened_url_urgency,"{""sender"": ""VM-UNIONB"", ""language"": ""hi""}",synthetic_spam
