id,text,label,subtype,category,language,delivery_mode,brand_used,sender_id,source
2720,ਹੁਣੇ ਹੀ ਮੈਨੂੰ ਚਾਹੁੰਦੇ ਹੋ :-),not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2721,"Dear Customer, Aapka PNB KYC expire ho gaya hai aur dobara verify karna zaroori hai. 24 ghante ke andar jawab de, nahi to legal action hoga. Aapse contact karne ki koshish ki thi. Niche diye number par call kare, hamara representative aapko verification process me guide karega.",spam,apk_fraud,bank_kyc,hg,vishing_callback,PNB,AD-NETFLX,synthetic_v2
2722,"Dear Sir/Madam, Your electricity bill of Rs 1500 with Power Distribution Co is pending. Kindly respond immediately, otherwise your service will be suspended permanently. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,electricity,en,vishing_callback,Power Distribution Co,AX-PWRBIL,synthetic_v2
2723,"आपका DTDC Courier पार्सल ट्रैकिंग कोड GB-2155-D45 अधूरे पते के कारण वितरित नहीं किया जा सका।
कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
dtdc-parcel-track.in
DTDC_Parcel.apk",spam,apk_fraud,courier,hi,link_apk,DTDC Courier,+91 8800XXXX12,synthetic_v2
2724,Finally the match heading towards draw as your prediction.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2725,"Attention Customer, Your electricity bill of Rs 200 with State Electricity Board is pending. Kindly respond right now to avoid penalty, otherwise you will lose this offer. Click the link below and install the app to proceed.
bijli-bill-pay.xyz
Electricity_Pay.apk",spam,apk_fraud,electricity,en,link_apk,State Electricity Board,VK-LOANAP,synthetic_v2
2726,هل رأيت هذا الفيلم :),not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2727,براہ مہربانی مجھے مزید لکھنے کی اجازت نہ دیں، میں کچھ اور نہیں کہوں گا۔,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2728,"आपका Power DISTRIBUTION Co बिजली बिल रु 50000 बकाया है। कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें। [अग्रेषित] PowerPay_App.apk 14 MB . APK",spam,apk_fraud,electricity,hi,pdf_then_apk,Power Distribution Co,INFO-GOVT,synthetic_v2
2729,"ਤੁਹਾਡੇ ਵਾਹਨ ਵਿਰੁੱਧ ਇੱਕ ਟ੍ਰੈਫਿਕ ਨਿਯਮ ਉਲੰਘਣਾ ਦਰਜ ਕੀਤੀ ਗਈ ਹੈ। ਜੁਰਮਾਨਾ: 1000 ਰੁਪਏ। ਚਲਾਨ ਨੰਬਰ: CH44272725।
ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ।
ਹੇਠਾਂ ਦਿੱਤੇ ਲਿੰਕ ਤੋਂ ਐਪ ਇੰਸਟਾਲ ਕਰੋ।
rto-echallan.info/pay
RTOCHALAN.apk",spam,apk_fraud,rto_challan,pa,link_apk,RTO Traffic Police,AD-ICICIB,synthetic_v2
2730,"प्रिय ग्राहक,
Income Tax Department: तुम्ही रु 1500 परतावा मिळण्यास पात्र आहात.
कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल.
या संदेशासोबत जोडलेला क्यूआर कोड स्कॅन करा आणि त्वरित पडताळणी करा.",spam,apk_fraud,govt_refund,mr,qr_code,Income Tax Department,VM-SBIBNK,synthetic_v2
2731,"Income Tax Department: You are eligible for a refund of Rs 200.
ਕਿਰਪਾ ਕਰਕੇ 24 ਘੰਟਿਆਂ ਦੇ ਅੰਦਰ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
ਕਿਰਪਾ ਕਰਕੇ ਨੱਥੀ ਫਾਈਲ ਦੇਖੋ ਅਤੇ ਅੱਗੇ ਵਧਣ ਲਈ ਇਸਨੂੰ ਖੋਲ੍ਹੋ।
[ਅੱਗੇ ਭੇਜਿਆ] TaxRefund_IT.apk  14 MB . APK",spam,apk_fraud,govt_refund,pa,attached_file_no_link,Income Tax Department,VK-INDPST,synthetic_v2
2732,"Priya Grahak, Aapka DTDC Courier parcel tracking GB-5745-D59 address adhura hone ki wajah se deliver nahi ho paya. Kripya aaj hi action le, warna legal action hoga. Attached file CHECK kare aur use khol kar aage badhe. [Forwarded] DTDC_Parcel.apk 14 MB . APK",spam,apk_fraud,courier,hg,attached_file_no_link,DTDC Courier,+91 8800XXXX12,synthetic_v2
2733,भगवान धन्य है. कृपया मेरी प्यारी नींद लो...,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2734,"அன்புள்ள வாடிக்கையாளர்,
Paytm Cashback இலிருந்து ரூ 200 கேஷ்பேக் பெற்றுள்ளீர்கள்.
தயவுசெய்து 24 மணி நேரத்திற்குள் நடவடிக்கை எடுக்கவும், இல்லையெனில் உங்கள் கணக்கு முடக்கப்படும்.
கீழே உள்ள இணைப்பிலிருந்து ஆப்பை நிறுவவும்.
paytm-cashback-claim.tk
Paytm_Cashback.apk",spam,apk_fraud,upi_cashback,ta,link_apk,Paytm Cashback,AX-PWRBIL,synthetic_v2
2735,"प्रिय उपयोगकर्ता,
असामान्य लॉगिन गतिविधि के कारण आपका Google Account खाता निलंबित किया जा सकता है।
कृपया तुरंत कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
google-secure-login.tk
Google_Secure.apk",spam,apk_fraud,security_verify,hi,link_apk,Google Account,VK-UPIRWD,synthetic_v2
2736,"Haha awesome, I might need to take you up on that, what you doin tonight?",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2737,(ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख) (ख),not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2738,"Namaste Customer, Aapke Paytm Payments Bank account se Rs 2000 debit hua hai. Agar yeh aapne nahi kiya to account secure kare. Kripya jaldi se jaldi action le, warna aapka account block ho jayega. Niche di gayi pdf file kholkar apni details check kare.
[Forwarded] Paytm_Secure.apk  14 MB . APK",spam,apk_fraud,bank_alert,hg,pdf_then_apk,Paytm Payments Bank,VK-INDPST,synthetic_v2
2739,"Attention Customer, Congratulations! You are eligible for a pre-approved offer of Rs 500 from InstaCredit. Kindly respond before midnight, otherwise your connection will be disconnected. Please check the attached file for full details and open it to proceed.
[Forwarded] InstaCredit.apk  14 MB . APK",spam,apk_fraud,loan_job,en,attached_file_no_link,InstaCredit,VK-UPIRWD,synthetic_v2
2740,"तुमच्या वाहनावर वाहतूक नियम उल्लंघन नोंदवले गेले आहे. दंड रक्कम: रु 5000. चलन क्रमांक: CH44403873.
कृपया आजच कारवाई करा, अन्यथा तुमचे खाते बंद होईल.
खालील लिंकवरून अॅप इंस्टॉल करा.
echallan-pay.xyz
eChallan_Pay.apk",spam,apk_fraud,rto_challan,mr,link_apk,e-Challan Dept,VM-WHATSP,synthetic_v2
2741,"Congratulations! You are eligible for a pre-approved offer of Rs 25000 from HR Recruitment Cell.
कृपया त्वरित कारवाई करा , अन्यथा तुमचे कनेक्शन तोडले जाईल.
We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,loan_job,mr,vishing_callback,HR Recruitment Cell,+91 8800XXXX12,synthetic_v2
2742,"प्रिय ग्राहक, Netflix: Your membership has expired.. कृपया आज ही कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। netflix-update-app.xyz Netflix_Update.apk",spam,apk_fraud,ott_subscription,hi,link_apk,Netflix,VK-RTOGOV,synthetic_v2
2743,अच्छा नींद शांत करने के बारे में है. व्यक्ति को एक स्वर स्थापित करना होगा कि शरीर सीख जाएगा और प्रयोग करेगा. यदि आप अधिक जानना चाहते हैं: -),not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2744,أنا لا أعتقد أنه يذهب إلى usf ، لكنه يعيش هنا على الرغم من,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2745,"PhonePe Rewards இலிருந்து ரூ 500 கேஷ்பேக் பெற்றுள்ளீர்கள்.
தயவுசெய்து 24 மணி நேரத்திற்குள் நடவடிக்கை எடுக்கவும், இல்லையெனில் உங்கள் கணக்கு முடக்கப்படும்.
தயவுசெய்து இணைக்கப்பட்ட கோப்பைப் பார்த்து தொடர அதைத் திறக்கவும்.
[அனுப்பப்பட்டது] PhonePe_Reward.apk  14 MB . APK",spam,apk_fraud,upi_cashback,ta,attached_file_no_link,PhonePe Rewards,+91 8800XXXX12,synthetic_v2
2746,"ਸਤਿਕਾਰਯੋਗ ਗਾਹਕ,
You have received a cashback of Rs 500 from Paytm Cashback.
ਕਿਰਪਾ ਕਰਕੇ 24 ਘੰਟਿਆਂ ਦੇ ਅੰਦਰ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ।
Click and open the pdf file below and check your details.
[Forwarded] Paytm_Cashback.apk  14 MB . APK",spam,apk_fraud,upi_cashback,pa,pdf_then_apk,Paytm Cashback,VM-SBIBNK,synthetic_v2
2747,"Aapka DTDC Courier parcel tracking GB-9851-G73 address adhura hone ki wajah se deliver nahi ho paya. Kripya jaldi se jaldi action le, warna aapka account block ho jayega. Is message ke sath attach QR code scan kare aur turant verify kare.",spam,apk_fraud,courier,hg,qr_code,DTDC Courier,VK-LOANAP,synthetic_v2
2748,"Priya Grahak, Aapko PhonePe Rewards se Rs 5000 cashback mila hai. jaldi se jaldi jawab de, nahi to legal action hoga. Niche diye link se app install kare.
phonepe-reward.info
PhonePe_Reward.apk",spam,apk_fraud,upi_cashback,hg,link_apk,PhonePe Rewards,VM-SBIBNK,synthetic_v2
2749,Okie but i scared u say i fat... Then u dun wan me already...,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2750,"Hello Kavita, your FEDEX package with tracking code GB-2909-A21 is waiting for you to set delivery preferences: e5nbu.xyz/claim",spam,link_fraud,fake_delivery_link,en,link_only,,AD-NETFLX,synthetic_v2
2751,"প্রিয় গ্রাহক,
অভিনন্দন! QuickLoan Finance থেকে 5000 টাকার প্রাক-অনুমোদিত অফারের জন্য আপনি যোগ্য।
অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে।
অনুগ্রহ করে সংযুক্ত ফাইলটি দেখুন এবং এগিয়ে যেতে এটি খুলুন।
[ফরওয়ার্ড করা হয়েছে] Loan_Approval.apk  14 MB . APK",spam,apk_fraud,loan_job,bn,attached_file_no_link,QuickLoan Finance,+91 7700XXXX45,synthetic_v2
2752,كن مستعدًا للصراخ والصراخ :),not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2753,"Attention Customer, INR 50000 was debited from your RBL Bank account. If this was not done by you, secure your account now. Kindly respond within 3 days or legal action will be taken, otherwise you will lose this offer. Please check the attached file for full details and open it to proceed.
[Forwarded] RBL_Protect.apk  14 MB . APK",spam,apk_fraud,bank_alert,en,attached_file_no_link,RBL Bank,AD-NETFLX,synthetic_v2
2754,Your OTP for a transaction of INR 50000 is 2334. Do not share this OTP with anyone including bank officials.,spam,link_fraud,otp_phish,en,link_only,,VM-WHATSP,synthetic_v2
2755,"ਸਤਿਕਾਰਯੋਗ ਗਾਹਕ,
Your electricity bill of Rs 500 with Power Distribution Co is pending.
ਕਿਰਪਾ ਕਰਕੇ 24 ਘੰਟਿਆਂ ਦੇ ਅੰਦਰ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
Click and open the pdf file below and check your details.
[Forwarded] PowerPay_App.apk  14 MB . APK",spam,apk_fraud,electricity,pa,pdf_then_apk,Power Distribution Co,VM-WHATSP,synthetic_v2
2756,"Sorry chikku, my cell got some problem thts y I was nt able to reply u ਜ msg u..",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2757,"Hello Rajesh, your FEDEX package with tracking code GB-5363-F93 is waiting for you to set delivery preferences: bedy13.com/update",spam,link_fraud,fake_delivery_link,en,link_only,,+91 8800XXXX12,synthetic_v2
2758,"तुमचे India Post पार्सल ट्रॅकिंग कोड GB-4152-D36 अपूर्ण पत्त्यामुळे वितरित होऊ शकले नाही. कृपया त्वरित कारवाई करा, अन्यथा तुमचे खाते बंद होईल. खालील लिंकवरून अॅप इंस्टॉल करा. indiapost-track.info IndiaPost_Track.apk",spam,apk_fraud,courier,mr,link_apk,India Post,+91 8800XXXX12,synthetic_v2
2759,SELOLLOOONTKKo HOWE:> कैसे uxy sky? पत एक्स.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2760,"ਪਿਆਰੇ ਗਾਹਕ,
Your electricity bill of Rs 25000 with Power Distribution Co is pending.
ਕਿਰਪਾ ਕਰਕੇ 24 ਘੰਟਿਆਂ ਦੇ ਅੰਦਰ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ।
Scan the QR code attached to this message to complete verification instantly.",spam,apk_fraud,electricity,pa,qr_code,Power Distribution Co,+91 7700XXXX45,synthetic_v2
2761,"Attention Customer, A traffic rules violation has been recorded against your vehicle. Fine amount: Rs 50000. Challan Number: CH48110909. Kindly respond today itself, otherwise your connection will be disconnected. Please check the attached file for full details and open it to proceed.
[Forwarded] eChallan_Pay.apk  14 MB . APK",spam,apk_fraud,rto_challan,en,attached_file_no_link,e-Challan Dept,AD-NETFLX,synthetic_v2
2762,"प्रिय ग्राहक,
You have received a cashback of Rs 500 from UPI Rewards.
कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
upi-cashback-claim.xyz
UPI_Cashback.apk",spam,apk_fraud,upi_cashback,hi,link_apk,UPI Rewards,AD-ICICIB,synthetic_v2
2763,آپ کو لنگو میں ہونا چاہئے ۔ میں آپ کو بتاتا ہوں کہ زمین پر یہ ہے جب یہ ختم ہو چکا ہے!,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2764,আপনি চাইলে পিসি পেয়েছেন।,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2765,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2766,"Hello Kavita, your FEDEX package with tracking code GB-5206-B45 is waiting for you to set delivery preferences: e3fmr.info/track",spam,link_fraud,fake_delivery_link,en,link_only,,INFO-GOVT,synthetic_v2
2767,"যাই হোক, আমি খুবই খুশি।",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2768,ہم کام کر رہے ہیں ...,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2769,"आपका Bank of Baroda केवाईसी समाप्त हो गया है और इसे पुनः सत्यापित करना आवश्यक है।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें।
[अग्रेषित] BOB_Update.apk  14 MB . APK",spam,apk_fraud,bank_kyc,hi,attached_file_no_link,Bank of Baroda,INFO-GOVT,synthetic_v2
2770,"Dear User, Congratulations! You are eligible for a pre-approved offer of Rs 500 from QuickLoan Finance. Kindly respond before midnight, otherwise your account will be blocked. Click the link below and install the app to proceed.
quickloan-approve.xyz
Loan_Approval.apk",spam,apk_fraud,loan_job,en,link_apk,QuickLoan Finance,+91 7700XXXX45,synthetic_v2
2771,"Priya Grahak, Disney+ Hotstar: Aapki membership expire ho gayi hai. Kripya turant action le, warna aapka account block ho jayega. Niche di gayi pdf file kholkar apni details check kare.
[Forwarded] Hotstar_Renew.apk  14 MB . APK",spam,apk_fraud,ott_subscription,hg,pdf_then_apk,Disney+ Hotstar,INFO-GOVT,synthetic_v2
2772,"Hello Suresh, your FEDEX package with tracking code GB-8710-C59 is waiting for you to set delivery preferences: e3fmr.info/track",spam,link_fraud,fake_delivery_link,en,link_only,,AD-NETFLX,synthetic_v2
2773,"Netflix: Your membership has expired. Kindly respond today itself, otherwise your account will be blocked. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,ott_subscription,en,vishing_callback,Netflix,JD-ITAXRF,synthetic_v2
2774,"आदरणीय ग्राहक,
असामान्य लॉगिन गतिविधि के कारण आपका Google Account खाता निलंबित किया जा सकता है।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
हमने आपसे संपर्क करने का प्रयास किया। कृपया नीचे दिए गए नंबर पर कॉल करें, हमारा प्रतिनिधि आपको सत्यापन प्रक्रिया में मार्गदर्शन करेगा।",spam,apk_fraud,security_verify,hi,vishing_callback,Google Account,AD-NETFLX,synthetic_v2
2775,"Dear Vehicle Owner, Your SBI KYC has expired and needs re-verification. Please act within 24 hours or your connection will be disconnected. Click and open the pdf file below and check your details.
[Forwarded] SBI_Secure.apk  14 MB . APK",spam,apk_fraud,bank_kyc,en,pdf_then_apk,SBI,VM-SBIBNK,synthetic_v2
2776,"आदरणीय ग्राहक,
Congratulations! You are eligible for a pre-approved offer of Rs 25000 from HR Recruitment Cell.
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
job-portal-apply.tk
Job_Portal.apk",spam,apk_fraud,loan_job,hi,link_apk,HR Recruitment Cell,AD-NETFLX,synthetic_v2
2777,"प्रिय उपयोगकर्ता,
Income Tax Dept e-Filing: आप रु 2000 की वापसी के पात्र हैं।
कृपया तुरंत कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें।
[अग्रेषित] IT_Refund_Portal.apk  14 MB . APK",spam,apk_fraud,govt_refund,hi,pdf_then_apk,Income Tax Dept e-Filing,VK-UPIRWD,synthetic_v2
2778,"அன்புள்ள வாடிக்கையாளர்,
Your WhatsApp account will be suspended due to unusual login activity.
தயவுசெய்து 24 மணி நேரத்திற்குள் நடவடிக்கை எடுக்கவும், இல்லையெனில் உங்கள் கணக்கு முடக்கப்படும்.
கீழே உள்ள இணைப்பிலிருந்து ஆப்பை நிறுவவும்.
whatsapp-verify-acc.xyz
WhatsApp_Verify.apk",spam,apk_fraud,security_verify,ta,link_apk,WhatsApp,VM-WHATSP,synthetic_v2
2779,"Dear Customer, Your electricity bill of Rs 1000 with Power Distribution Co is pending. Please act within 3 days or legal action will be taken or your service will be suspended permanently. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,electricity,en,vishing_callback,Power Distribution Co,+91 7700XXXX45,synthetic_v2
2780,"Dear Customer, A traffic rules violation has been recorded against your vehicle. Fine amount: Rs 1000. Challan Number: CH16745852. Kindly respond right now to avoid penalty, otherwise your service will be suspended permanently. Click the link below and install the app to proceed.
echallan-pay.xyz
eChallan_Pay.apk",spam,apk_fraud,rto_challan,en,link_apk,e-Challan Dept,AD-ICICIB,synthetic_v2
2781,हा हाच माझा दोष आहे.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2782,"ਤੁਹਾਡੇ ਵਾਹਨ ਵਿਰੁੱਧ ਇੱਕ ਟ੍ਰੈਫਿਕ ਨਿਯਮ ਉਲੰਘਣਾ ਦਰਜ ਕੀਤੀ ਗਈ ਹੈ। ਜੁਰਮਾਨਾ: 1500 ਰੁਪਏ। ਚਲਾਨ ਨੰਬਰ: CH39573041। ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ। Scan the QR code attached to this message to complete verification instantly.",spam,apk_fraud,rto_challan,pa,qr_code,e-Challan Dept,JD-ITAXRF,synthetic_v2
2783,"तुमचे HDFC Bank केवायसी संपले आहे आणि पुन्हा पडताळणी आवश्यक आहे. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल. खालील पीडीएफ फाईल उघडून तुमचे तपशील तपासा. [फॉरवर्ड केलेले] HDFC_KYCUpdate.apk 14 MB . APK",spam,apk_fraud,bank_kyc,mr,pdf_then_apk,HDFC Bank,INFO-GOVT,synthetic_v2
2784,मी &lt;#&gt; इंच लंबा आहे. आशा आहे की तुम्ही त्यांना खूप आवडतो!,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2785,"आदरणीय ग्राहक,
You have received a cashback of Rs 2000 from PhonePe Rewards.
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
phonepe-reward.info
PhonePe_Reward.apk",spam,apk_fraud,upi_cashback,hi,link_apk,PhonePe Rewards,VK-UPIRWD,synthetic_v2
2786,"आपका FedEx पार्सल ट्रैकिंग कोड GB-4565-A36 अधूरे पते के कारण वितरित नहीं किया जा सका।
कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
इस संदेश के साथ संलग्न क्यूआर कोड स्कैन करें और तुरंत सत्यापित करें।",spam,apk_fraud,courier,hi,qr_code,FedEx,VM-WHATSP,synthetic_v2
2787,"प्रिय ग्राहक,
आपका PNB केवाईसी समाप्त हो गया है और इसे पुनः सत्यापित करना आवश्यक है।
कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
pnb-ekyc-verifiy.xyz
PNB_eKYC.apk",spam,apk_fraud,bank_kyc,hi,link_apk,PNB,+91 7700XXXX45,synthetic_v2
2788,آپ کے منصوبے کے بارے میں کیا ہے؟ شروع ہو چکا ہے.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2789,Badhai ho! Aapne Rs 50000 ka prize jeeta hai. Abhi claim kare cutt.ly/fakeapp par warna offer khatam ho jayega.,spam,link_fraud,prize_link,hg,link_only,,VM-SBIBNK,synthetic_v2
2790,लेकिन तुम मेरे साथ संपर्क में खाने.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2791,"You have received a cashback of Rs 2000 from UPI Rewards. Kindly respond before midnight, otherwise your connection will be disconnected. Please check the attached file for full details and open it to proceed.
[Forwarded] UPI_Cashback.apk  14 MB . APK",spam,apk_fraud,upi_cashback,en,attached_file_no_link,UPI Rewards,JD-ITAXRF,synthetic_v2
2792,لذلك هناك خاتم يأتي مع ملابس الرجال.هناك حتى يتمكنوا من إعطاء اليوفيف المستقبلية.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2793,क्या एक पंखा है? है कि कुछ लोगों के पास है कि मैं के बारे में पता नहीं है?,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2794,"খুশি, আমি ক্যাপে যেতে চাই বা যদি আমি আপনার বাইরে আপনাকে দেখতে চাই",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2795,Pls ਮੈਨੂੰ ਇੱਕ ਦਿਨ ਲਈ ਪ੍ਰਾਪਤ ਕਰੋ. ਜ ਮੈਨੂੰ ਤੁਹਾਨੂੰ ਨੰਬਰ ਨੂੰ ਤਬਦੀਲ ਕਰਨ ਲਈ ਚਾਹੁੰਦੇ ਹਨ.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2796,"आपका DTDC Courier पार्सल ट्रैकिंग कोड GB-2293-G14 अधूरे पते के कारण वितरित नहीं किया जा सका।
कृपया आज ही कार्रवाई करें , अन्यथा आपका खाता बंद हो जाएगा।
इस संदेश के साथ संलग्न क्यूआर कोड स्कैन करें और तुरंत सत्यापित करें।",spam,apk_fraud,courier,hi,qr_code,DTDC Courier,INFO-GOVT,synthetic_v2
2797,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2798,"Hello Vikram, your FEDEX package with tracking CODE GB-7883-F22 is waiting for you to set delivery preferences: tinyurl.com/y8mfraud",spam,link_fraud,fake_delivery_link,en,link_only,,+91 7700XXXX45,synthetic_v2
2799,"Namaste Customer, Congratulations! InstaCredit se Rs 200 ka pre-approved offer mila hai. Kripya jaldi se jaldi action le, warna legal action hoga. Niche di gayi pdf file kholkar apni details check kare.
[Forwarded] InstaCredit.apk  14 MB . APK",spam,apk_fraud,loan_job,hg,pdf_then_apk,InstaCredit,VK-RTOGOV,synthetic_v2
2800,"Your electricity bill of Rs 500 with State Electricity Board is pending. Kindly respond within 24 hours, otherwise your account will be blocked. Click the link below and install the app to proceed.
bijli-bill-pay.xyz
Electricity_Pay.apk",spam,apk_fraud,electricity,en,link_apk,State Electricity Board,AD-NETFLX,synthetic_v2
2801,"प्रिय उपयोगकर्ता,
असामान्य लॉगिन गतिविधि के कारण आपका Google Account खाता निलंबित किया जा सकता है।
कृपया तुरंत कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें।
[अग्रेषित] Google_Secure.apk  14 MB . APK",spam,apk_fraud,security_verify,hi,attached_file_no_link,Google Account,VK-LOANAP,synthetic_v2
2802,रोजर कि. हम शायद'बारे में 20 में फिर से करने के लिए जा रहे हैं.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2803,কেন চিন্তা করছেন প্রিন্সেস?,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
2804,"प्रिय उपयोगकर्ता, असामान्य लॉगिन गतिविधि के कारण आपका WhatsApp खाता निलंबित किया जा सकता है। कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। हमने आपसे संपर्क करने का प्रयास किया। कृपया नीचे दिए गए नंबर पर कॉल करें, हमारा प्रतिनिधि आपको सत्यापन प्रक्रिया में मार्गदर्शन करेगा।",spam,apk_fraud,security_verify,hi,vishing_callback,WhatsApp,VM-SBIBNK,synthetic_v2
2805,Your OTP for a transaction of INR 1000 is 6362.. Do not share this OTP with anyone including bank officials.,spam,link_fraud,otp_phish,en,link_only,,VK-UPIRWD,synthetic_v2
