text,label
ओह... Denz योजना Phizo... वापस Yazo करने के लिए है फिर से Yazo करने के लिए...,ham
रोजर कि. हम शायद'बारे में 20 में फिर से करने के लिए जा रहे हैं.,ham
پھر آپ ان کے ساتھ چلتے ہیں.,ham
Yar... I tot u knew dis would happen long ago already.,ham
دنیا کے ساتھ لڑنا آسان ہے، آپ جیت سکتے ہیں یا کھو سکتے ہیں کسی کے ساتھ لڑتے ہیں جو آپ کے قریب ہے مشکل ہے اگر آپ کھو سکتے ہیں - آپ کھو سکتے ہیں اگر آپ جیت سکتے ہیں - آپ اب بھی کھو سکتے ہیں.,ham
"Namaste Customer, Netflix: Aapki membership expire ho gayi hai. Kripya aaj hi action le, warna legal action hoga. Is message ke sath attach QR code scan kare aur turant verify kare.",spam
"শ্রদ্ধেয় গ্রাহক, INR 1000 was debited from your SBI acount. If this was not done by you, secure your account now. অনুগ্রহ করে ২৪ ঘন্টার মধ্যে ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। এই বার্তার সাথে সংযুক্ত কিউআর কোডটি স্ক্যান করুন এবং অবিলম্বে যাচাই করুন।",spam
"Priya Grahak, Aapke SBI account se Rs 50000 debit hua hai. Agar yeh aapne nahi kiya to account secure kare. aaj hi jawab de, nahi to legal action hoga. Niche diye link se app install kare. sbi-secure-update.in SBI_Secure.apk",spam
HCL chennai वॉयस प्रोसेससाठी FRESHERS गरज आहे.अच्छे इंग्रजी गरज आहे.अधिक वेतन &lt;#&gt; .Call Ms.Suman &lt;#&gt; for Telephonic interview -via Indyarocks.com,ham
"You have received a cashback of Rs 1000 from UPI Rewards. कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें। [अग्रेषित] UPI_Cashback.apk 14 MB . APK",spam
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,ham
Lol ਇਸ ਨੂੰ OK I didn't remember until last night,ham
"प्रिय ग्राहक, आपका Power Distribution Co बिजली बिल रु 25000 बकाया है। कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें। [अग्रेषित] PowerPay_App.apk 14 MB . APK",spam
"Hello Anjali, your FEDEX package with tracking code GB-7931-H30 is waiting for you to set delivery preferences: bit.ly/3xK9pL",spam
लेकिन तुम मेरे साथ संपर्क में खाने.,ham
"ਪਿਆਰੇ ਗਾਹਕ, Congratulations! You are eligible for a pre-approved offer of Rs 1000 from InstaCredit. ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। ਹੇਠਾਂ ਦਿੱਤੇ ਲਿੰਕ ਤੋਂ ਐਪ ਇੰਸਟਾਲ ਕਰੋ। instacredit-loan.info InstaCredit.apk",spam
"असामान्य लॉगिन गतिविधि के कारण आपका Google Account खाता निलंबित किया जा सकता है। कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। google-secure-login.tk Google_Secure.apk",spam
محترم گاہک، آپ کی گاڑی کے خلاف ٹریفک قوانین کی خلاف ورزی درج کی گئی ہے۔ جرمانہ: 25000 روپے۔ چالان نمبر: CH34634296۔ براہ کرم فوری طور پر اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔ نیچے دیے گئے لنک سے ایپ انسٹال کریں۔ rto-echallan.info/pay RTOCHALAN.apk,spam
"प्रिय ग्राहक, Your electricity bill of Rs 200 with Power Distribution Co is pending.. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल. खालील पीडीएफ फाईल उघडून तुमचे तपशील तपासा. [फॉरवर्ड केलेले] PowerPay_App.apk 14 MB . APK",spam
"Dear Customer, Asamanya login activity ki wajah se aapka WhatsApp account suspend ho sakta hai. Kripya turant action le, warna connection cut ho jayega. Niche diye link se app install kare. whatsapp-verify-acc.xyz WhatsApp_Verify.apk",spam
Your OTP for a transaction of INR 25000 is 2361. Do not share this OTP with anyone including bank officials.,spam
"শ্রদ্ধেয় গ্রাহক, আপনার গাড়ির বিরুদ্ধে একটি ট্রাফিক নিয়ম লঙ্ঘন রেকর্ড করা হয়েছে। জরিমানা: 5000 টাকা। চালান নম্বর: CH73280434। অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। এই বার্তার সাথে সংযুক্ত কিউআর কোডটি স্ক্যান করুন এবং অবিলম্বে যাচাই করুন।",spam
"प्रिय उपयोगकर्ता, असामान्य लॉगिन गतिविधि के कारण आपका Google Account खाता निलंबित किया जा सकता है। कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। google-secure-login.tk Google_Secure.apk",spam
"Hello Kavita, your FEDEX package with tracking code GB-7184-G46 is waiting for you to set delivery preferences: cutt.ly/fakeapp",spam
"Your Google Account account will be suspended due to unusual login activity. தயவுசெய்து 24 மணி நேரத்திற்குள் நடவடிக்கை எடுக்கவும், இல்லையெனில் உங்கள் கணக்கு முடக்கப்படும். கீழே உள்ள இணைப்பிலிருந்து ஆப்பை நிறுவவும். google-secure-login.tk Google_Secure.apk",spam
"Dear User, Income Tax Dept e-Filing: You are eligible for a refund of Rs 5000. Please act today itself or your service will be suspended permanently. There is an important update regarding your recent request. Please open the document below and follow the steps to complete the process. [Forwarded] IT_Refund_Portal.apk",spam
उसने कहा कि वह एक सही गाँजा था जब उसने फिर से देखा!,ham
Your OTP for a transaction of INR 25000 is 2713. Do not share this OTP with anyone including bank officials.,spam
नंतर नंतर नंतर नंतर नंतर नंतर,ham
"प्रिय ग्राहक, You have received a cashback of Rs 25000 from PhonePe Rewards. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल. कृपया संलग्न फाईल तपासा आणि पुढे जाण्यासाठी ती उघडा. [फॉरवर्ड केलेले] PhonePe_Reward.apk 14 MB . APK",spam
"Hello Vikram, your FEDEX package with tracking code GB-4590-E89 is waiting for you to set delivery preferences: bedy13.com/update",spam
"INR 5000 was debited from your ICICI Bank account. If this was not done by you, secure your account now. অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। এই বার্তার সাথে সংযুক্ত কিউআর কোডটি স্ক্যান করুন এবং অবিলম্বে যাচাই করুন।",spam
"Dear User, Congratulations! You are eligible for a pre-approved offer of Rs 500 from HR Recruitment Cell. Please act before midnight or your service will be suspended permanently. Click the link below and install the app to proceed. job-portal-apply.tk Job_Portal.apk",spam
"प्रिय उपयोगकर्ता, आपके वाहन पर एक यातायात नियम उल्लंघन दर्ज किया गया है। जुर्माना राशि: रु 50000। चालान संख्या: CH37769263। कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। rto-echallan.info/pay RTOCHALAN.apk",spam
"Dear Customer, Your electricity bill of Rs 1000 with Power Distribution Co is pending. Kindly respond within 24 hours, otherwise your connection will be disconnected. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam
"प्रिय ग्राहक, आपका SBI केवाईसी समाप्त हो गया है और इसे पुनः सत्यापित करना आवश्यक है। कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। sbi-secure-update..in SBI_Secure.apk",spam
क्या एक पंखा है? है कि कुछ लोगों के पास है कि मैं के बारे में पता नहीं है?,ham
"आदरणीय ग्राहक, आपके वाहन पर एक यातायात नियम उल्लंघन दर्ज किया गया है। जुर्माना राशि: रु 200। चालान संख्या: CH77406294। कृपया आज ही कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें। [अग्रेषित] VAHAN_PARIVAHAN.apk 14 MB . APK",spam
"Dear Sir/Madam, Your WhatsApp account will be suspended due to unusual login activity. Please act within 3 days or legal action will be taken or your account will be blocked. Click and open the pdf file below and check your details. [Forwarded] WhatsApp_Verify.apk 14 MB . APK",spam
"आपका BlueDart पार्सल ट्रैकिंग कोड GB-4022-C91 अधूरे पते के कारण वितरित नहीं किया जा सका। कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा। कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें। [अग्रेषित] BlueDart_Track.apk 14 MB . APK",spam
Your OTP for a transaction of INR 200 is 7107. Do not share this OTP with anyone including bank officials.,spam
"Attention Customer , A traffic rules violation has been recorded against ur vehicle. Fine amount: RS 2000. Challan Number: CH46013628. Kindly respond within 24 hours, otherwise legal action will be taken against you. Click the link below and install the app to proceed. parivahan-sewa.tk/verify ParivahanSewa.apk",spam
"শ্রদ্ধেয় গ্রাহক , Your electricity bill of Rs 5000 with POWER Distribution Co is pending. অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। অনুগ্রহ করে সংযুক্ত ফাইলটি দেখুন এবং এগিয়ে যেতে এটি খুলুন। [ফরওয়ার্ড করা হয়েছে] PowerPay_App.apk 14 MB . APK",spam
"Arms fine, how's Cardiff and uni?",ham
عزیز صارف، آپ کی گاڑی کے خلاف ٹریفک قوانین کی خلاف ورزی درج کی گئی ہے۔ جرمانہ: 500 روپے۔ چالان نمبر: CH44337526۔ براہ کرم آج ہی اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔ نیچے دیے گئے لنک سے ایپ انسٹال کریں۔ parivahan-sewa.tk/verify ParivahanSewa.apk,spam
جی ہاں، میں آپ پر بھروسہ کرتا ہوں کہ آپ نئے اشیاء ASAP خریدیں تاکہ میں اسے آزمائیں,ham
"Namaste Customer, Aapko Paytm Cashback se Rs 50000 cashback mila hai. turant jawab de, nahi to connection cut ho jayega. Aapke recent request ke baare me ek zaroori update hai. Niche diya document kholkar process complete kare. [Forwarded]",spam
"Congratulations! HR Recruitment Cell se Rs 1500 ka pre-approved offer mila hai. Kripya 24 ghante ke andar action le, warna aapka account block ho jayega. Niche diye link se app install kare. job-portal-apply.tk Job_Portal.apk",spam
"ARg मेरा 3g जगह है, वैसे भी मैं केवल एक बात याद है अनुसंधान से हम उस प्रांत था और उत्कृष्ट स्थान पर देखा",ham
"Hello Manoj, your FEDEX package with tracking code GB-4473-H44 is waiting for you to set delivery preferences: tinyurl.com/y8mfraud",spam
I've reached home n i bathe liao... U can call me now...,ham
"ਪਿਆਰੇ ਗਾਹਕ, Your electricity bill of Rs 1500 with Power Distribution Co is pending. ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ। ਹੇਠਾਂ ਦਿੱਤੇ ਲਿੰਕ ਤੋਂ ਐਪ ਇੰਸਟਾਲ ਕਰੋ। powerpay-bill.in PowerPay_App.apk",spam
"Namaste Customer, Netflix: Aapki membership expire ho gayi hai. jaldi SE jaldi jawab de, nahi to legal action hoga. Is message ke sath attach QR code scan kare aur turant verify kare.",spam
"عزیز صارف، INR 1500 was debited from your SBI account. If this was not done by you, secure your account now. براہ کرم فوری طور پر اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔ نیچے دیے گئے لنک سے ایپ انسٹال کریں۔ sbi-secure-update.in SBI_Secure.apk",spam
मुझे करने के लिए कोई घर का काम नहीं...,ham
الجحيم الدموي، كونت تعتقد أنك نسيت اسمي السيد.إل يعطيك نصيحة، اسمه الإسباني ويبدأ مع...,ham
"मी वास्तविक आहे, मुलगा, मी तुमच्या आंतरिक टायग्राला बाहेर आणायला हवे...",ham
LOL BOO I WAS HOPING FOR A LAUGH,ham
"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",ham
"प्रिय ग्राहक, आपके ICICI Bank खाते से रु 200 डेबिट हुए हैं। यदि यह आपने नहीं किया है तो तुरंत खाता सुरक्षित करें। कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। icici-verify-kyc.xyz ICICI_Verify.apk",spam
"শুধু এটি আবার পড়ুন এবং আমার কোন ক্ষমতা নেই, কিন্তু বলুন আমি কিভাবে এটি গ্রহণ করে এবং যদি তিনি চালান তবে আমি আপনাকে 4 কখনও দোষ দেব!",ham
میں اس بات پر غور کر رہا ہوں کہ میں اس پر عمل کرنے کے لئے نیچے جا رہا ہوں..مجھے آگے بڑھنے کی کوشش کر رہا ہوں..ہاں آپ کتنا وقت لے رہے ہیں؟,ham
ہم ایک بچہ بن سکتے ہیں میں yo tho,ham
I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,ham
"Hello Amit, your FEDEX package with tracking code GB-7251-A33 is waiting for you to set delivery preferences: cutt.ly/fakeapp",spam
"प्रिय ग्राहक, तुमचे Bank of Baroda केवायसी संपले आहे आणि पुन्हा पडताळणी आवश्यक आहे. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे खाते बंद होईल. खालील लिंकवरून अॅप इंस्टॉल करा. bob-update-kyc.in BOB_Update.apk",spam
"Hello Rajesh, your FEDEX package with tracking code GB-1605-G41 is waiting for you to set delivery preferences: cutt.ly/fakeapp",spam
عزیز صارف، آپ کا Power Distribution Co بجلی کا بل 2000 روپے واجب الادا ہے۔ براہ کرم آج ہی اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔ نیچے دیے گئے لنک سے ایپ انسٹال کریں۔ powerpay-bill.in PowerPay_App.apk,spam
कि कॉल लेने के लिए नमस्कार. मैं एक नौकरी मिल गया है!,ham
"असामान्य लॉगिन गतिविधि के कारण आपका Google Account खाता निलंबित किया जा सकता है। कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। google-secure-login.tk Google_Secure.apk",spam
"You have received a cashback of Rs 1000 from Paytm Cashback. Kindly respond today itself, otherwise you will lose this offer. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam
Your OTP for a transaction of INR 1000 is 9544. Do not share this OTP with anyone including bank officials.,spam
"INR 1500 was debited from ur Paytm Payments Bank account. If this was not done by you, secure your account now. অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। নিচের লিঙ্ক থেকে অ্যাপ ইনস্টল করুন। paytm-secure-acc.xyz Paytm_Secure.apk",spam
"ਅਗਲੇ ਮਹੀਨੇ ਇਸ ਨੂੰ ਵਰਤੋ, princess :)",ham
मी तुम्हाला नंतर कॉल करतो. दुपारी onwords mtnl सेवा दक्षिण मुंबईत समस्या मिळते. मी तुम्हाला ऐकू शकतो पण तुम्ही मला ऐकू शकत नाही.,ham
Yup میں سیکورٹی کے مسائل اور کچھ دیگر مسائل پر کام کر رہا ہوں..,ham
"Dear User, INR 5000 was debited from your Paytm Payments Bank account. If this was not done by you, secure your account now. Please act before midnight or your service will be suspended permanently. Please check the attached file for full details and open it to proceed. [Forwarded] Paytm_Secure.apk 14 MB . APK",spam
"এখনও নিশ্চিত নয়, এখনও তাকে আকর্ষণ করার চেষ্টা করছে",ham
"प्रिय ग्राहक, You have received a cashback of Rs 1000 from Paytm Cashback. कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें। [अग्रेषित] Paytm_Cashback.apk 14 MB . APK",spam
"Congratulations! You are eligible for a pre-approved offer of Rs 50000 from InstaCredit. कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। instacredit-loan.info InstaCredit.apk",spam
"आपका DTDC Courier पार्सल ट्रैकिंग कोड GB-6684-D39 अधूरे पते के कारण वितरित नहीं किया जा सका। कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा। नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें। [अग्रेषित] DTDC_Parcel.apk 14 MB . APK",spam
"Hello Anjali, your FEDEX package with tracking code GB-3187-C66 is waiting for you to set delivery preferences: bedy13.com/update",spam
"Dear User, You have received a cashback of Rs 1500 from UPI Rewards. Kindly respond within 24 hours, otherwise your service will be suspended permanently. Click the link below and install the app to proceed. upi-cashback-claim.xyz UPI_Cashback.apk",spam
"Your PNB KYC has expired and needs re-verification. Kindly respond within 3 days or legal action will be taken, otherwise your account will be blocked. Click the link below and install the app to proceed. pnb-ekyc-verify.xyz PNB_eKYC.apk",spam
"प्रिय उपयोगकर्ता, आपके Paytm Payments Bank खाते से रु 5000 डेबिट हुए हैं। यदि यह आपने नहीं किया है तो तुरंत खाता सुरक्षित करें। कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा। आपके हालिया अनुरोध के संबंध में एक महत्वपूर्ण अपडेट है। कृपया नीचे दिया गया दस्तावेज़ खोलें और प्रक्रिया पूरी करने हेतु चरणों का पालन करें। [अग्रेषित] Paytm_Secure.apk",spam
कोणताही प्रबंधन प्लॅट नाही.,ham
"Namaste Customer, Aapka BlueDart parcel tracking GB-6230-D19 address adhura hone ki wajah se deliver nahi ho paya. aaj hi jawab de, nahi to aapka account block ho jayega. Aapse contact karne ki koshish ki thi. Niche diye number par call kare, hamara representative aapko verification process me guide karega.",spam
আপনি আমাকে হারিয়েছেন না সবসময় এখানে b 4u.i মানে না 2 আহত u কিন্তু আমি কখনো জানতাম না যে আপনি আমাকে কিভাবে অনুভব করতেন যখন Iwas+marine&that's what itried2tell urmom.i careabout u,ham
"ਅਸਾਧਾਰਨ ਲੌਗਇਨ ਗਤੀਵਿਧੀ ਕਾਰਨ ਤੁਹਾਡਾ Google Account ਖਾਤਾ ਮੁਅੱਤਲ ਕੀਤਾ ਜਾ ਸਕਦਾ ਹੈ। ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। ਹੇਠਾਂ ਦਿੱਤੇ ਲਿੰਕ ਤੋਂ ਐਪ ਇੰਸਟਾਲ ਕਰੋ। google-secure-login.tk Google_Secure.apk",spam
عزیز صارف، آپ کی SBI KYC کی میعاد ختم ہو گئی ہے اور دوبارہ تصدیق ضروری ہے۔ براہ کرم 24 گھنٹوں کے اندر اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔ Click and open the pdf file below and check your details. [Forwarded] SBI_Secure.apk 14 MB . APK,spam
لم أستطع أن أقول لا لأنه رجل يموت وأشعر بالحزن عليه لذلك سأذهب وأردت فقط أن تعرف أنني ربما سأذهب متأخرا في ليلتك,ham
"হ্যাঁ, হ্যাঁ, ভালো দিন।",ham
अब मेरा दोपहर का खाना खा चुका है. अमेरिका पहले से ही खाते हैं?,ham
"You have RECEIVED a cashback of Rs 50000 from PhonePe Rewards. অনুগ্রহ করে ২৪ ঘন্টার মধ্যে ব্যবস্থা নিন , নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। নিচের লিঙ্ক থেকে অ্যাপ ইনস্টল করুন। phonepe-reward.info PhonePe_Reward.apk",spam
"Dear Customer, Netflix: Your membership has expired. Kindly respond immediately, otherwise legal action will be taken against you. Click the link below and install the app to proceed. netflix-update-app.xyz Netflix_Update.apk",spam
"तुमचे Axis Bank केवायसी संपले आहे आणि पुन्हा पडताळणी आवश्यक आहे. कृपया आजच कारवाई करा, अन्यथा तुमचे खाते बंद होईल. खालील पीडीएफ फाईल उघडून तुमचे तपशील तपासा. [फॉरवर्ड केलेले] Axis_Secure.apk 14 MB . APK",spam
"আপনার গাড়ির বিরুদ্ধে একটি ট্রাফিক নিয়ম লঙ্ঘন রেকর্ড করা হয়েছে। জরিমানা: 25000 টাকা। চালান নম্বর: CH45986064। অনুগ্রহ করে আজই ব্যবস্থা নিন , নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। নিচের পিডিএফ ফাইলটি খুলে আপনার বিবরণ পরীক্ষা করুন। [ফরওয়ার্ড করা হয়েছে] RTOCHALAN.apk 14 MB . APK",spam
Ugh y آپ صرف معذرت نہیں کر سکتے ہیں، اعتراف کریں کہ آپ غلط تھے اور مجھے آپ کو واپس لے جانے کے لئے پوچھیں؟,ham
Your OTP for a transaction of INR 1500 is 1031. Do not share this OTP with anyone including bank officials.,spam
"Hello Suresh, your FEDEX package with tracking code GB-4073-C82 is waiting for you to set delivery preferences: e3fmr.info/track",spam
आप यकीन नहीं कर रहे हैं कि मैं धूम्रपान करने की कोशिश नहीं कर रहा हूँ क्योंकि मैं धूम्रपान करने के बाद कहा जा रहा हूँ मैं बहुत धूम्रपान करने के बाद नहीं करना चाहता?,ham
हेलो काय साइट डाउनलोड गाणे त्याची त्वरित pls,ham
"Dear User, A traffic rules violation has been recorded against your vehicle. Fine amount: Rs 750. Challan Number: CH53119744. Please act before midnight or your connection will be disconnected. Scan the QR code attached to this message to complete verification instantly.",spam
"प्रिय ग्राहक, आपका PNB केवाईसी समाप्त हो गया है और इसे पुनः सत्यापित करना आवश्यक है। कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। pnb-ekyc-verifiy.xyz PNB_eKYC.apk",spam
"Priya Grahak, Aapke Paytm Payments Bank account se Rs 5000 debit hua hai. Agar yeh aapne nahi kiya to account secure kare. Kripya turant action le, warna aapka account block ho jayega. Niche diye link se app install kare. paytm-secure-acc.xyz Paytm_Secure.apk",spam
मला आशा आहे की तुम्ही डरो नाही!,ham
"Hello Manoj, your FEDEX package with tracking code GB-1032-D13 is waiting for you to set delivery preferences: bedy13.com/update",spam
"Priya Grahak, Income Tax Department: Aapko Rs 50000 ka refund milne wala hai. aaj hi jawab de, nahi to legal action hoga. Attached file check kare aur use khol kar aage badhe. [Forwarded] TaxRefund_IT.apk 14 MB . APK",spam
"ਸਹੀ ਹੈ, ਉਸ ਨੇ ਸਹੀ ਹੈ, ਉਸ ਨੇ ਸਹੀ ਹੈ, ਉਸ ਨੇ ਸਹੀ ਹੈ?",ham
Congratulations! You have won a cash prize of Rs 1500. Claim now at bedy13.com/update before it expires.,spam
"Attention Customer, Congratulations! You are eligible for a pre-approved offer of Rs 2000 from HR Recruitment Cell. Please act right now to avoid penalty or your connection will be disconnected. Click the link below and install the app to proceed. job-portal-apply.tk Job_Portal.apk",spam
"प्रिय ग्राहक, Your WhatsApp account will be suspended due to unusual login activity. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे खाते बंद होईल. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam
"प्रिय ग्राहक, Netflix: Your membership has expired. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल. या संदेशासोबत जोडलेला क्यूआर कोड स्कॅन करा आणि त्वरित पडताळणी करा.",spam
You have received a cashback of Rs 200 from Paytm Cashback. براہ کرم آج ہی اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔ نیچے دیے گئے لنک سے ایپ انسٹال کریں۔ paytm-cashback-claim.tk Paytm_Cashback.apk,spam
محترم گاہک، آپ کی HDFC Bank KYC کی میعاد ختم ہو گئی ہے اور دوبارہ تصدیق ضروری ہے۔ براہ کرم 24 گھنٹوں کے اندر اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔ Scan the QR code attached to this message to complete verification instantly.,spam
"ਤੁਹਾਨੂੰ ਕਿਸੇ ਵੀ ਟ੍ਰੈਡਮਿਲ ਲਈ ਕਾਲ ਕਰ ਰਹੇ ਹੋ, ਤੁਹਾਨੂੰ ਇਸ ਨੂੰ ਪ੍ਰਾਪਤ ਕਰ ਸਕਦੇ ਹੋ. ਇਸ ਨੂੰ ਕੰਮ ਕਰਨ ਲਈ ਯਕੀਨੀ ਹੈ. ਮੈਨੂੰ $ &lt;#&gt; ਲਈ Craigslist 'ਤੇ ਇੱਕ ਟ੍ਰੈਡਮਿਟ ਪ੍ਰਾਪਤ ਕਰ ਰਹੇ ਹਨ.",ham
"Attention Customer, YOU have recieved a cashback of Rs 200 from PhonePe Rewards. Please act today itself or your account will be blocked. Click the link below and install the app to proceed. phonepe-reward.info PhonePe_Reward.apk",spam
ओके लामर.... if if uue पर.,ham
"माझ्या बहिणी कायद्यात, आशा आहे की तुम्ही एक महान महिन्यात आहात. बस म्हणू हाय.",ham
चांगली आठवड्या plz मला कॉल करा श्री,ham
Congratulations! You have won a cash prize of Rs 500. Claim now at tinyurl.com/y8mfraud before it EXPIRES.,spam
"प्रिय उपयोगकर्ता, आपके वाहन पर एक यातायात नियम उल्लंघन दर्ज किया गया है। जुर्माना राशि: रु 1000। चालान संख्या: CH50183834। कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें। [अग्रेषित] VAHAN_PARIVAHAN.apk 14 MB . APK",spam
محترم گاہک، You have received a cashback of Rs 50000 from PhonePe Rewards. براہ کرم آج ہی اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔ براہ کرم منسلک فائل دیکھیں اور آگے بڑھنے کے لیے اسے کھولیں۔ [فارورڈ شدہ] PhonePe_Reward.apk 14 MB . APK,spam
आनंद आहे :) 11 वाजता आहोत तर क्लायर काम करण्यापूर्वी आपण खूप वेळ घेऊ शकतो.,ham
"Dear User, A traffic rules violation has been recorded against your vehicle. Fine amount: Rs 200. Challan Number: CH19530298. Kindly respond within 3 days or legal action will be taken, otehrwise legal action will be taken against you. Please check the attached file for full details and open it to proceed. [Forwarded] VAHAN_PARIVAHAN.apk 14 MB . APK",spam
Your OTP for a transaction of INR 1500 is 9150. Do not share this OTP with anyone including bank officials.,spam
"তুমি জানতে পারবো, কখন ভেঙে যাবে।",ham
Your OTP for a transaction of INR 200 is 6981. Do not share this OTP with anyone including bank officials.,spam
"You have received a cashback of Rs 750 from Paytm Cashback. कृपया आजच कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam
"तुमच्या वाहनावर वाहतूक नियम उल्लंघन नोंदवले गेले आहे. दंड रक्कम: रु 750. चलन क्रमांक: CH24132859. कृपया आजच कारवाई करा, अन्यथा तुमचे खाते बंद होईल. खालील पीडीएफ फाईल उघडून तुमचे तपशील तपासा. [फॉरवर्ड केलेले] RTOCHALAN.apk 14 MB . APK",spam
