text,label,language,category,metadata,source,stratify_col
Single women in 8283372012 waiting to meet you! Call Dhule,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Jio: Main balance INR 3GB/day. Data balance 995GB. Active plans: 327,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Hi Jagat, are we meeting today at Kollam?",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Yetunde i'm in class can you not run water on it to make it ok. Pls now.,0,en,public_dataset,{},sms_spam,0_en
Your Swiggy order #ORD-97479751 has been shipped. Track: icicibank.com,0,en,legitimate_delivery,"{""sender"": ""AD-AXIS"", ""language"": ""en""}",synthetic_ham,0_en
UPI of INR 5232 to 9458 from A/C XX12273 successful. Ref No. Mannan - Yes Bank,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
BSES: Your electricity bill for December is INR 993. Due date: 2025-09-06. Pay online: https://bsesdelhi.com,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"You have received a cashback of Rs 200 from Paytm Cashback. कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। paytm-cashback-claim.tk Paytm_Cashback.apk",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
"শ্রদ্ধেয় গ্রাহক, You have received a cashback of Rs 750 from PhonePe Rewards. অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। নিচের লিঙ্ক থেকে অ্যাপ ইনস্টল করুন। phonepe-reward.info PhonePe_Reward.apk",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
BSES: Your electricity bill for June is INR 3204. Due date: 2025-09-17. Pay online: https://bsesdelhi.com,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
PRIVATE! Your 2003 Account Statement for 078,1,en,public_dataset,{},sms_spam,1_en
BSNL: Bill of INR 2GB/day due on 242. Pay to avoid service disruption.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
EPFO: Pension contribution of INR 18360 received for July. Total balance: INR 130551,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your Amazon order #378880 has been delivered. Rate your experience: https://amazon.in,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
U reach orchard already? U wan 2 go buy tickets first?,0,en,public_dataset,{},sms_spam,0_en
Vi: Special offer! 100GB at INR 172/month. Activate now: http://vi-offer7543838854.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Income Tax: You have pending refund of INR 289. Claim now: http://tax-refund293.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Mm you ask him to come its enough :-),0,en,public_dataset,{},sms_spam,0_en
Unni: Doctor appointment confirmed for Bihar Sharif at 8,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Erutupalam thandiyachu,0,en,public_dataset,{},sms_spam,0_en
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0,en,public_dataset,{},sms_spam,0_en
"ਸਤਿਕਾਰਯੋਗ ਗਾਹਕ , ਤੁਹਾਡੇ ਵਾਹਨ ਵਿਰੁੱਧ ਇੱਕ ਟ੍ਰੈਫਿਕ ਨਿਯਮ ਉਲੰਘਣਾ ਦਰਜ ਕੀਤੀ ਗਈ ਹੈ। ਜੁਰਮਾਨਾ: 1500 ਰੁਪਏ। ਚਲਾਨ ਨੰਬਰ: CH57315402। ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ। ਹੇਠਾਂ ਦਿੱਤੇ ਲਿੰਕ ਤੋਂ ਐਪ ਇੰਸਟਾਲ ਕਰੋ। parivahan-sewa.tk/verify ParivahanSewa.apk",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Congratulations! You have won a cash prize of Rs 2000. Claim now at bedy13.com/update before it expires.,1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx""",0,en,public_dataset,{},sms_spam,0_en
"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",1,en,public_dataset,{},sms_spam,1_en
Lucky: Doctor appointment confirmed for Eluru at 7,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Hello Suresh, your FEDEX package with tracking code GB-6337-B70 is waiting for you to set delivery preferences: bedy13.com/update",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",0,en,public_dataset,{},sms_spam,0_en
Passport Seva: Your appointment is confirmed for 2929 at March,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your Axis Bank KYC will expire in 24 hours. Update here: http://kyc-update510.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
BSNL: Bill of INR 2GB/day due on 372. Pay to avoid service disruption.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Get rich quick! Earn ₹9684005075 daily from home. Call Siliguri,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your OTP for a transaction of INR 1500 is 2945. Do not share this OTP with anyone including bank officials.,1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
"Priya Grahak, Asamanya login activity ki wajah se aapka Google Account account suspend ho sakta hai. Kripya aaj hi action le, warna legal action hoga. Niche diye link se app install kare. google-secure-login.tk Google_Secure.apk",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Your meter will be removed today due to non-payment. Call 236 immediately.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Adani Electricity: Your bill of INR October for 912 is generated. Due date: 2025-09-17.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",0,en,public_dataset,{},sms_spam,0_en
UPI of INR 5602 to 18281 from A/C XX4606 successful. Ref No. Dixit - Yes Bank,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Income Tax Dept: Your refund of INR 15508 has been processed. Will be credited in 3-5 days.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0,en,public_dataset,{},sms_spam,0_en
Your Axis Bank KYC will expire in 24 hours. Update here: http://kyc-update794.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"Hi Yatan, are we meeting today at Nagercoil?",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your Flipkart order #OD56568261 shipped. Delivery by tomorrow. Track: fkrt.it/t8xB,0,en,legitimate_delivery,"{""sender"": ""AD-HDFC"", ""language"": ""en""}",synthetic_ham,0_en
Vi: Special offer! 100GB at INR 491/month. Activate now: http://vi-offer8582074611.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
TATA Power: Bill for December is INR 3676. Due: 2025-09-09. Pay via UPI: 9247566275@ok9463570489,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
TATA Power: Bill for April is INR 1111. Due: 2025-09-13. Pay via UPI: 8591523002@ok7756009839,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
BSNL: Bill of INR 4GB/day due on 741. Pay to avoid service disruption.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
How was txting and driving,0,en,public_dataset,{},sms_spam,0_en
ICICI Bank: Unusual login detected from new device. Secure your account: http://verify-bank157.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Flipkart: Your order 464424 is out for delivery. Track: https://flipkart.com/track/Joshi LLC,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Swiggy: Order from 612769 delivered. Enjoy your meal! Bill amount: INR Misra Group,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Get rich quick! Earn ₹8494461341 daily from home. Call Gudivada,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your Amazon order #303054 has been delivered. Rate your experience: https://amazon.in,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your BHIM account is under review. Complete verification: bit.ly/3xK2mN within 24 hours.,1,en,shortened_url_urgency,"{""sender"": ""+2343279642811"", ""language"": ""en""}",synthetic_spam,1_en
Jio: You won 1 year free subscription! Call 383 to claim.,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"Netflix: Aapki membership expire ho gayi hai. Kripya 24 ghante ke andar action le, warna legal action hoga. Niche di gayi pdf file kholkar apni details check kare. [Forwarded] Netflix_Update.apk 14 MB . APK",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Your meter will be removed today due to non-payment. Call 194 immediately.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",0,en,public_dataset,{},sms_spam,0_en
Jio: Main balance INR 4GB/day. Data balance 351GB. Active plans: 145,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Hey, the party is at Nihal at Rourkela PM. Don't be late!",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Income Tax: You have pending refund of INR 651. Claim now: http://tax-refund643.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"Dear Customer, Aapka BlueDart parcel tracking GB-2545-H47 address adhura hone ki wajah se deliver nahi ho paya. jaldi se jaldi jawab de, nahi to connection cut ho jayega. Niche diye link se app INSTALL kare. bluedart-track.tk BlueDart_Track.apk",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Dunno dat's wat he told me. Ok lor...,0,en,public_dataset,{},sms_spam,0_en
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",0,en,public_dataset,{},sms_spam,0_en
"Hey, the party is at Rushil at Maheshtala PM. Don't be late!",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Adani Electricity: Your bill of INR February for 4692 is generated. Due date: 2025-09-21.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Jio: Main balance INR 4GB/day. Data balance 356GB. Active plans: 445,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,0,en,public_dataset,{},sms_spam,0_en
FREE 10GB data for Airtel users! Claim now: http://free-data927.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,0,en,public_dataset,{},sms_spam,0_en
Jio: You won 1 year free subscription! Call 838 to claim.,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"Hey, the party is at Devansh at Kolkata PM. Don't be late!",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Hey gals...U all wanna meet 4 dinner at nìte?,0,en,public_dataset,{},sms_spam,0_en
"आदरणीय ग्राहक, Congratulations! You are eligible for a pre-approved offer of Rs 5000 from QuickLoan Finance. कृपया तुरंत कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें। [अग्रेषित] Loan_Approval.apk 14 MB . APK",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Aadhaar: Your update request 7635 has been approved.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Ok ok take care. I can understand.,0,en,public_dataset,{},sms_spam,0_en
Your PNB account XX5865 has balance of INR 1453 as on 56699.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Oh just getting even with u.... u?,0,en,public_dataset,{},sms_spam,0_en
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just &lt;#&gt; bucks,0,en,public_dataset,{},sms_spam,0_en
"অভিনন্দন! InstaCredit থেকে 500 টাকার প্রাক-অনুমোদিত অফারের জন্য আপনি যোগ্য। অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। নিচের পিডিএফ ফাইলটি খুলে আপনার বিবরণ পরীক্ষা করুন। [ফরওয়ার্ড করা হয়েছে] InstaCredit.apk 14 MB . APK",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Passport Seva: Your appointment is confirmed for 18952 at June,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,0,en,public_dataset,{},sms_spam,0_en
Flipkart Big Billion Days! Get 90% OFF on all products: http://flipkart-sale465.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Electricity bill refund of INR 434 approved! Claim now: http://refund-powerBellary.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1,en,public_dataset,{},sms_spam,1_en
I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,0,en,public_dataset,{},sms_spam,0_en
"Flipkart: Your order 404412 is out for delivery. Track: https://flipkart.com/track/Nadig, Rege and Talwar",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Wait, do you know if wesleys in town? I bet she does hella drugs!",0,en,public_dataset,{},sms_spam,0_en
Okie but i scared u say i fat... Then u dun wan me already...,0,en,public_dataset,{},sms_spam,0_en
"ਸਤਿਕਾਰਯੋਗ ਗਾਹਕ, ਤੁਹਾਡੀ Axis Bank KYC ਦੀ ਮਿਆਦ ਖਤਮ ਹੋ ਗਈ ਹੈ ਅਤੇ ਮੁੜ ਪੁਸ਼ਟੀ ਕਰਨ ਦੀ ਲੋੜ ਹੈ। ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। ਹੇਠਾਂ ਦਿੱਤੇ ਲਿੰਕ ਤੋਂ ਐਪ ਇੰਸਟਾਲ ਕਰੋ। axis-secure-bank.tk Axis_Secure.apk",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Anya: Doctor appointment confirmed for Ghaziabad at 4,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,0,en,public_dataset,{},sms_spam,0_en
URGENT: Your ICICI Bank account will be suspended. Verify now: http://bank-secure991.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Vi: Your recharge of INR 1GB/day for 504 is successful. Balance: INR 297,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Jio: You won 1 year free subscription! Call 173 to claim.,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Income Tax Dept: Your refund of INR 1339 has been processed. Will be credited in 3-5 days.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
PMO India: You are selected for ₹625 grant. Call 527,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
BSNL: Bill of INR 1GB/day due on 582. Pay to avoid service disruption.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Flipkart: Your order 731642 is out for delivery. Track: https://flipkart.com/track/Mohan-Bose,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
UPPCL: Electricity bill for September is INR 3426. Pay by 2025-09-17 to avoid disconnection.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,0,en,public_dataset,{},sms_spam,0_en
"तुम्ही त्याला कॉल कराल, ठीक आहे, मी त्याला कॉल कराल.",0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0,en,public_dataset,{},sms_spam,0_en
Then why you came to hostel.,0,en,public_dataset,{},sms_spam,0_en
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,0,en,public_dataset,{},sms_spam,0_en
ICICI Bank: Unusual login detected from new device. Secure your account: http://verify-bank232.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"Mostly sports type..lyk footbl,crckt..",0,en,public_dataset,{},sms_spam,0_en
NOTICE: Your Vi SIM will be deactivated in 24hrs due to pending KYC. Verify: rb.gy/x7n3p,1,en,shortened_url_urgency,"{""sender"": ""+862387732027"", ""language"": ""en""}",synthetic_spam,1_en
Your PNB account XX7367 has balance of INR 45878 as on 31797.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your PNB account XX7560 has balance of INR 7082 as on 38475.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
FREE 10GB data for Airtel users! Claim now: http://free-data893.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Get 50% discount on your 655 electricity bill! Pay only INR Rajahmundry. Limited time: http://bill-discount178.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Single women in 8539320056 waiting to meet you! Call Jamnagar,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry""",0,en,public_dataset,{},sms_spam,0_en
Airtel: Your plan will renew in 2 days. Current plan: 4GB/day at INR 211. Data balance: 194GB,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Oh yeah! And my diet just flew out the window,0,en,public_dataset,{},sms_spam,0_en
Passport Seva: Your appointment is confirmed for 5741 at January,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"आदरणीय ग्राहक, Income Tax Department: तुम्ही रु 1500 परतावा मिळण्यास पात्र आहात. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल. खालील लिंकवरून अॅप इंस्टॉल करा. incometax-refund.xyz TaxRefund_IT.apk",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Get rich quick! Earn ₹8891680842 daily from home. Call Vellore,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"ਪਿਆਰੇ ਗਾਹਕ, You have received a cashback of Rs 2000 from PhonePe Rewards. ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। Scan the QR code attached to this message to complete verification instantly.",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Airtel: Your plan will renew in 2 days. Current plan: 5GB/day at INR 910. Data balance: 414GB,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
BSES: Your electricity bill for June is INR 4246. Due date: 2025-09-15. Pay online: https://bsesdelhi.com,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Ok... Ur typical reply...,0,en,public_dataset,{},sms_spam,0_en
"Hi Kritika, are we meeting today at Parbhani?",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Swiggy: Order from 973378 delivered. Enjoy your meal! Bill amount: INR Devi-Iyer,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Watching tv lor. Nice one then i like lor.,0,en,public_dataset,{},sms_spam,0_en
"Swiggy: Order from 878116 delivered. Enjoy your meal! Bill amount: INR Konda, Wali and Mishra",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Passport Seva: Your appointment is confirmed for 5503 at May,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Flipkart: Your order 131088 is out for delivery. Track: https://flipkart.com/track/Narain Inc,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Mom: Please bring Joshua from the market,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
FREE 10GB data for Airtel users! Claim now: http://free-data449.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Income Tax Dept: Your refund of INR 19868 has been processed. Will be credited in 3-5 days.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your Amazon order #899073 has been delivered. Rate your experience: https://amazon.in,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Aadhaar: Your update request 12226 has been approved.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
UPI of INR 4522 to 9689 from A/C XX81308 successful. Ref No. Chadha - Yes Bank,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
MSEDCL: Bill amount INR April for 4042. Pay at https://mahadiscom.in by 2025-09-04,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,0,en,public_dataset,{},sms_spam,0_en
"Tax refund of ₹5,000 approved for your account. Process here: is.gd/k8mPq2",1,en,financial_reward,"{""sender"": ""noreply@irctc-booking.club"", ""language"": ""en""}",synthetic_spam,1_en
"Hi Nidra, are we meeting today at Jaunpur?",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Vi: Special offer! 100GB at INR 636/month. Activate now: http://vi-offer7872592567.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Aadhaar: Your update request 19197 has been approved.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Axis Bank: INR 7787 spent on your Card XX26984 at 43215 on Bala. Available limit: INR 6225.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your PNB account XX5909 has balance of INR 42935 as on 97346.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Electricity bill refund of INR 122 approved! Claim now: http://refund-powerRajkot.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Adani Electricity: Your bill of INR June for 549 is generated. Due date: 2025-09-24.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Flipkart Big Billion Days! Get 90% OFF on all products: http://flipkart-sale493.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Your PNB account XX4226 has balance of INR 44437 as on 57854.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
میں نیچے جا رہا ہوں، میں تھوڑی تھوڑی تھوڑی تھوڑی تھوڑی تھوڑی تھوڑی تھوڑی تھوڑی تھوڑی تھوڑی تھوڑی تھوڑی تھوڑی۔,0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
ਤੁਹਾਨੂੰ ਇੱਕ ਚੰਗਾ ਦਿਨ ਹੈ.,0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
Vi: Special offer! 100GB at INR 860/month. Activate now: http://vi-offer7519146891.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"Flipkart: Your order 850337 is out for delivery. Track: https://flipkart.com/track/Deshmukh, Morar and Ben",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Its ok chikku, and its my 1 of favourite song..:-)",0,en,public_dataset,{},sms_spam,0_en
BSNL: Bill of INR 2GB/day due on 422. Pay to avoid service disruption.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"A gram usually runs like &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for &lt;#&gt;",0,en,public_dataset,{},sms_spam,0_en
"Dear User, Disney+ Hotstar: Your membership has expired.. Please act today itself or you will lose this offer. Click the link below and install the app to proceed. hotstar-renew.info Hotstar_Renew.apk",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Electricity bill refund of INR 138 approved! Claim now: http://refund-powerHospet.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"(No promises on when though, haven't even gotten dinner yet)",0,en,public_dataset,{},sms_spam,0_en
Ok,0,en,public_dataset,{},sms_spam,0_en
TATA Power: Bill for January is INR 4262. Due: 2025-09-20. Pay via UPI: 7169278448@ok9407508372,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Vi: Your recharge of INR 1GB/day for 210 is successful. Balance: INR 137,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Congratulations! You are eligible for a pre-approved offer of Rs 5000 from QuickLoan Finance. ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। ਕਿਰਪਾ ਕਰਕੇ ਨੱਥੀ ਫਾਈਲ ਦੇਖੋ ਅਤੇ ਅੱਗੇ ਵਧਣ ਲਈ ਇਸਨੂੰ ਖੋਲ੍ਹੋ। [ਅੱਗੇ ਭੇਜਿਆ] Loan_Approval.apk 14 MB . APK",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
ਯਾਤਰਾ ਦੀ ਯਾਤਰਾ ਦੀ ਯਾਤਰਾ ਦੀ ਯਾਤਰਾ ਦੀ ਯਾਤਰਾ ਦੀ ਯਾਤਰਾ ਦੀ ਯਾਤਰਾ ਦੀ ਯਾਤਰਾ,0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
"Hey, the party is at Oeshi at Durgapur PM. Don't be late!",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
PMO India: You are selected for ₹117 grant. Call 226,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"শ্রদ্ধেয় গ্রাহক, Income Tax Dept e-Filing: You are eligible for a refund of Rs 50000. অনুগ্রহ করে ২৪ ঘন্টার মধ্যে ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে। নিচের পিডিএফ ফাইলটি খুলে আপনার বিবরণ পরীক্ষা করুন। [ফরওয়ার্ড করা হয়েছে] IT_Refund_Portal.apk 14 MB . APK",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Single women in 7286804896 waiting to meet you! Call Asansol,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
BSES: Your electricity bill for January is INR 2732. Due date: 2025-09-02. Pay online: https://bsesdelhi.com,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Hi beautiful! I saw your profile. Want to chat? Reply YES to 9434857432,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
I wish things were different. I wonder when I will be able to show you how much I value you. Pls continue the brisk walks no drugs without ask me please and find things to laugh about. I love you dearly.,0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,0,en,public_dataset,{},sms_spam,0_en
Passport Seva: Your appointment is confirmed for 1806 at June,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Income Tax: You have pending refund of INR 681. Claim now: http://tax-refund815.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"ধন্যবাদ, সোমবার দেখা হবে।",0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
Get rich quick! Earn ₹9223723086 daily from home. Call Kochi,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"see you then, we're all christmassy here!",0,en,public_dataset,{},sms_spam,0_en
